R:A::C:P,0,1 5,2,3 6,4
0,0.10317460317460317,0.07142857142857142,0.007936507936507936,0.0,0.031746031746031744
1 5,0.11904761904761904,0.20634920634920634,0.07936507936507936,0.05555555555555555,0.031746031746031744
2,0.031746031746031744,0.05555555555555555,0.07142857142857142,0.03968253968253968,0.015873015873015872
3 6,0.0,0.0,0.007936507936507936,0.031746031746031744,0.007936507936507936
4,0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936,0.007936507936507936
