R:A::C:P,0 6,1 3,2 4,5
0 6,0.11320754716981132,0.050314465408805034,0.05660377358490566,0.012578616352201259
1 3,0.11320754716981132,0.20754716981132076,0.1320754716981132,0.031446540880503145
2 4,0.0440251572327044,0.1069182389937107,0.08176100628930817,0.025157232704402517
5,0.012578616352201259,0.006289308176100629,0.006289308176100629,0.0
