                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   02-16-3-4-5   28.52%     16.79%     16.63%     -2.02%  
                   026-1-3-4-5   29.85%     16.84%     16.59%     -1.53%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                   0-1-23-45-6   28.71%     29.70%     26.18%     10.59%  
                   0-1-2-35-46   25.86%     29.91%     25.61%     10.00%  
                   0-1-2-345-6   26.24%     29.02%     25.24%     9.48%   
                   01-2-3-45-6   38.02%     26.99%     25.70%     9.46%   
                   0-1-2-3-456   27.00%     28.96%     24.91%     9.40%   
                   0-14-2-35-6   28.71%     28.98%     25.94%     8.91%   
                   0-12-3-45-6   34.41%     28.24%     24.74%     8.78%   
                   0-1-23-46-5   28.90%     27.39%     24.38%     8.69%   
                   0-1-24-35-6   26.05%     28.48%     24.90%     8.54%   
                   01-2-35-4-6   38.21%     25.19%     24.74%     8.38%   
                   0-1-235-4-6   30.99%     26.19%     23.96%     8.00%   
                   0-1-2-36-45   24.52%     27.48%     23.84%     7.87%   
                   0-12-35-4-6   34.60%     26.43%     23.78%     7.70%   
                   0-14-23-5-6   31.75%     26.46%     24.71%     7.60%   
                   0-145-2-3-6   32.51%     27.51%     25.33%     7.58%   
                   01-2-3-46-5   38.21%     24.68%     23.90%     7.56%   
                   0-1-245-3-6   27.95%     27.13%     24.08%     7.39%   
                   04-1-2-35-6   24.71%     26.61%     23.63%     7.27%   
                   0-15-2-3-46   27.19%     27.79%     24.37%     7.16%   
                   0-1-25-3-46   25.29%     27.30%     23.58%     7.15%   
                   05-1-2-3-46   25.29%     26.58%     23.32%     7.14%   
                   01-23-4-5-6   41.25%     22.67%     23.51%     7.07%   
                   0-12-3-46-5   34.60%     25.93%     22.93%     6.88%   
                   0-1-26-3-45   25.67%     26.40%     22.93%     6.84%   
                   0-13-2-45-6   27.19%     27.47%     24.38%     6.83%   
                   0-1-23-4-56   27.57%     24.94%     22.78%     6.70%   
                   0-15-23-4-6   30.23%     25.78%     23.98%     6.67%   
                   05-1-23-4-6   28.33%     24.57%     22.93%     6.66%   
                   0-1-234-5-6   29.66%     25.48%     23.11%     6.64%   
                   03-1-2-45-6   24.71%     25.89%     23.08%     6.64%   
                   045-1-2-3-6   26.62%     25.56%     22.90%     6.48%   
                   0-1-2-356-4   26.05%     25.02%     22.44%     6.42%   
                   01-24-3-5-6   38.40%     23.25%     23.19%     6.11%   
                   0-14-2-3-56   27.38%     26.02%     23.51%     6.10%   
                   0-14-25-3-6   28.14%     26.37%     23.92%     6.06%   
                   05-14-2-3-6   28.14%     25.65%     23.65%     6.06%   
                   04-1-23-5-6   27.76%     24.09%     22.40%     5.96%   
                   014-2-3-5-6   42.59%     23.35%     23.30%     5.89%   
                   0-1-26-35-4   25.86%     24.59%     21.97%     5.76%   
                   0-124-3-5-6   40.30%     24.97%     23.06%     5.75%   
                   0-1-24-3-56   24.71%     25.52%     22.46%     5.73%   
                   0-15-24-3-6   27.38%     26.36%     23.66%     5.70%   
                   05-1-24-3-6   25.48%     25.15%     22.61%     5.69%   
                   02-1-3-45-6   28.14%     25.10%     22.61%     5.60%   
                   015-2-3-4-6   41.63%     22.96%     23.07%     5.57%   
                   01-2-3-4-56   36.88%     22.23%     22.30%     5.57%   
                   01-25-3-4-6   37.64%     22.58%     22.72%     5.53%   
                   0-1-2-346-5   25.29%     24.36%     21.70%     5.46%   
                   06-1-2-3-45   24.52%     24.65%     21.84%     5.42%   
                   0-16-2-3-45   25.86%     25.72%     22.39%     5.36%   
                   01-2-34-5-6   36.12%     21.61%     22.15%     5.13%   
                   0-1-246-3-5   28.71%     23.70%     21.38%     4.95%   
                   0-13-2-46-5   27.38%     25.16%     22.57%     4.93%   
                   0-12-3-4-56   33.27%     23.48%     21.34%     4.89%   
                   0-14-2-36-5   27.57%     24.24%     22.37%     4.88%   
                   05-12-3-4-6   34.03%     23.10%     21.48%     4.85%   
                   0-1-2-34-56   22.43%     23.89%     21.42%     4.76%   
                   03-1-2-46-5   24.90%     23.58%     21.28%     4.74%   
                   0-15-2-34-6   25.10%     24.72%     22.62%     4.73%   
                   0-1-25-34-6   23.19%     24.23%     21.83%     4.72%   
                   05-1-2-34-6   23.19%     23.51%     21.57%     4.72%   
                   0-123-4-5-6   41.83%     22.48%     21.57%     4.70%   
                   035-1-2-4-6   27.00%     22.92%     21.32%     4.70%   
                   02-1-35-4-6   28.33%     23.29%     21.65%     4.52%   
                   0-1-24-36-5   24.90%     23.73%     21.32%     4.51%   
                   0-135-2-4-6   31.37%     24.23%     22.90%     4.48%   
                   04-1-2-3-56   23.38%     23.66%     21.20%     4.46%   
                   0-12-34-5-6   32.51%     22.86%     21.18%     4.45%   
                   04-15-2-3-6   26.05%     24.50%     22.39%     4.43%   
                   04-1-25-3-6   24.14%     24.01%     21.61%     4.42%   
                   0-125-3-4-6   38.02%     24.26%     22.35%     4.38%   
                   0-1-236-4-5   30.42%     21.82%     20.46%     4.36%   
                   01-2-36-4-5   37.07%     20.44%     21.17%     4.35%   
                   06-1-2-35-4   24.71%     22.84%     20.87%     4.34%   
                   0-16-2-35-4   26.05%     23.91%     21.43%     4.28%   
                   04-12-3-5-6   33.46%     22.63%     20.95%     4.15%   
                   012-3-4-5-6   52.09%     20.15%     20.59%     4.11%   
                   0-15-2-36-4   26.05%     23.55%     21.64%     3.94%   
                   0-1-25-36-4   24.14%     23.07%     20.85%     3.93%   
                   05-1-2-36-4   24.14%     22.34%     20.59%     3.93%   
                   0-146-2-3-5   31.56%     23.10%     21.58%     3.87%   
                   0-14-26-3-5   28.71%     23.15%     21.46%     3.85%   
                   02-1-3-46-5   28.33%     22.79%     20.80%     3.70%   
                   0-12-36-4-5   33.46%     21.69%     20.20%     3.67%   
                   03-14-2-5-6   27.76%     22.64%     21.61%     3.65%   
                   0-134-2-5-6   30.80%     24.07%     22.57%     3.59%   
                   0-13-24-5-6   27.57%     23.72%     21.86%     3.48%   
                   0-1-256-3-4   26.62%     22.34%     20.29%     3.33%   
                   01-26-3-4-5   38.21%     19.36%     20.26%     3.32%   
                   03-1-24-5-6   25.10%     22.14%     20.57%     3.28%   
                   04-1-2-36-5   23.57%     21.87%     20.06%     3.24%   
                   06-1-23-4-5   27.76%     20.32%     19.64%     3.03%   
                   0-16-23-4-5   29.09%     21.39%     20.20%     2.98%   
                   0-13-2-4-56   26.05%     22.71%     20.98%     2.94%   
                   0-15-26-3-4   27.19%     22.47%     20.73%     2.92%   
                   05-1-26-3-4   25.29%     21.26%     19.68%     2.90%   
                   0-13-25-4-6   26.81%     23.05%     21.39%     2.90%   
                   05-13-2-4-6   26.81%     22.33%     21.12%     2.90%   
                   046-1-2-3-5   26.24%     21.30%     19.57%     2.83%   
                   03-1-2-4-56   23.57%     21.13%     19.68%     2.74%   
                   03-15-2-4-6   26.24%     21.96%     20.88%     2.71%   
                   03-1-25-4-6   24.33%     21.47%     20.09%     2.70%   
                   02-14-3-5-6   31.18%     21.85%     21.14%     2.61%   
                   013-2-4-5-6   41.44%     19.99%     20.86%     2.54%   
                   0-1-26-34-5   23.76%     21.02%     19.38%     2.51%   
                   03-12-4-5-6   33.65%     20.10%     19.44%     2.44%   
                   06-14-2-3-5   27.57%     21.41%     20.36%     2.43%   
                   056-1-2-3-4   25.48%     20.54%     19.23%     2.22%   
                   04-1-26-3-5   24.71%     20.79%     19.15%     2.21%   
                   04-13-2-5-6   26.24%     21.86%     20.59%     2.21%   
                   034-1-2-5-6   24.33%     20.87%     19.74%     2.12%   
                   06-1-24-3-5   24.90%     20.91%     19.32%     2.07%   
                   0-16-24-3-5   26.24%     21.97%     19.88%     2.01%   
                   0-156-2-3-4   28.71%     22.01%     20.41%     1.93%   
                   023-1-4-5-6   33.08%     19.68%     19.27%     1.91%   
                   025-1-3-4-6   29.85%     20.92%     19.92%     1.80%   
                   024-1-3-5-6   30.04%     21.12%     19.91%     1.74%   
                   02-1-3-4-56   27.00%     20.34%     19.21%     1.70%   
                   02-15-3-4-6   29.66%     21.17%     20.41%     1.67%   
                   06-15-2-3-4   26.05%     20.73%     19.63%     1.50%   
                   06-1-25-3-4   24.14%     20.24%     18.85%     1.49%   
                   0-16-25-3-4   25.48%     21.30%     19.40%     1.43%   
                   05-16-2-3-4   25.48%     20.58%     19.14%     1.43%   
                   02-1-34-5-6   26.24%     19.72%     19.05%     1.27%   
                   06-12-3-4-5   33.46%     18.86%     18.19%     1.22%   
                   016-2-3-4-5   39.92%     18.20%     19.00%     1.09%   
                   06-1-2-34-5   22.62%     19.27%     18.28%     1.09%   
                   0-126-3-4-5   37.45%     19.95%     18.69%     1.06%   
                   0-16-2-34-5   23.95%     20.34%     18.84%     1.03%   
                   04-16-2-3-5   24.90%     20.11%     18.61%     0.73%   
                   0-13-26-4-5   27.38%     19.84%     18.93%     0.69%   
                   03-1-26-4-5   24.90%     18.26%     17.64%     0.50%   
                   02-1-36-4-5   27.19%     18.55%     18.07%     0.48%   
                   036-1-2-4-5   25.29%     17.63%     17.22%     -0.18%  
                   0-136-2-4-5   29.09%     19.36%     18.58%     -0.35%  
                   02-13-4-5-6   29.85%     18.54%     18.61%     -0.55%  
                   06-13-2-4-5   26.24%     18.09%     17.83%     -0.72%  
                   03-16-2-4-5   25.10%     17.58%     17.10%     -0.98%  
                   026-1-3-4-5   29.85%     16.84%     16.59%     -1.53%  
                   02-16-3-4-5   28.52%     16.79%     16.63%     -2.02%  
