                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      03456-12   57.94%     61.83%     57.33%     22.21%  
                      01235-46   88.10%     65.04%     57.31%     18.69%  
                      0246-135   57.14%     57.48%     57.13%     14.99%  
                      012-3456   72.22%     67.49%     56.98%     23.19%  
                      02345-16   59.52%     58.48%     56.92%     18.92%  
                      012456-3   87.30%     64.63%     56.55%     17.64%  
                      02356-14   57.14%     57.14%     56.25%     14.91%  
                      034-1256   58.73%     59.44%     56.25%     17.09%  
                      036-1245   61.11%     58.02%     55.98%     14.41%  
                      0235-146   56.35%     56.55%     55.72%     13.55%  
                      0256-134   55.56%     55.78%     55.54%     11.54%  
                      02-13456   56.35%     55.56%     55.54%     11.09%  
                      0234-156   56.35%     56.35%     55.33%     13.32%  
                      0356-124   57.94%     58.06%     55.23%     14.59%  
                      01256-34   77.78%     62.39%     54.63%     15.56%  
                      0345-126   55.56%     58.62%     54.63%     16.01%  
                      03-12456   60.32%     55.88%     54.22%     10.55%  
                      0236-145   53.97%     54.32%     53.86%     8.72%   
                      035-1246   57.14%     56.26%     53.78%     11.27%  
                      01246-35   79.37%     59.85%     53.47%     12.24%  
                      026-1345   53.97%     53.42%     53.39%     6.81%   
                      012356-4   88.89%     57.99%     53.28%     9.55%   
                      023-1456   53.17%     53.54%     53.15%     7.11%   
                      0126-345   69.84%     57.24%     51.10%     9.40%   
                      0123-456   78.57%     53.60%     50.34%     4.55%   
                      012345-6   97.62%     49.20%     49.40%     -1.14%  
                      01236-45   79.37%     48.74%     47.77%     -1.55%  
                      012346-5   90.48%     46.34%     47.50%     -4.33%  
                      01234-56   88.10%     45.49%     46.84%     -5.60%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                      01-23456   68.25%     70.06%     66.84%     37.39%  
                      014-2356   71.43%     70.00%     67.86%     37.21%  
                      015-2346   69.84%     69.18%     66.82%     35.59%  
                      01245-36   88.10%     77.92%     64.12%     34.80%  
                      0145-236   73.02%     68.04%     66.94%     34.30%  
                      0146-235   70.63%     68.24%     66.34%     33.94%  
                      0125-346   80.16%     75.52%     62.08%     32.77%  
                      016-2345   65.87%     66.80%     63.96%     31.16%  
                      04-12356   69.84%     66.96%     64.20%     30.49%  
                      01456-23   72.22%     65.92%     65.07%     30.44%  
                      046-1235   69.05%     66.89%     64.04%     30.40%  
                      0156-234   67.46%     65.56%     63.61%     28.83%  
                      045-1236   65.08%     64.96%     61.59%     26.84%  
                      0456-123   64.29%     64.73%     61.30%     26.55%  
                      0-123456   73.02%     63.97%     62.81%     26.08%  
                      01346-25   72.22%     62.29%     62.15%     24.31%  
                      0124-356   80.16%     68.80%     58.53%     23.93%  
                      05-12346   68.25%     63.12%     61.11%     23.72%  
                      023456-1   61.90%     60.44%     58.91%     23.69%  
                      0346-125   61.11%     63.00%     59.24%     23.68%  
                      012-3456   72.22%     67.49%     56.98%     23.19%  
                      06-12345   70.63%     61.99%     60.85%     22.26%  
                      03456-12   57.94%     61.83%     57.33%     22.21%  
                      013456-2   75.40%     60.10%     60.73%     21.84%  
                      0134-256   69.84%     60.44%     60.21%     20.46%  
                      0136-245   65.87%     60.87%     59.79%     20.35%  
                      013-2456   65.08%     60.88%     59.71%     20.34%  
                      0245-136   59.52%     59.86%     59.21%     20.15%  
                      056-1234   65.87%     61.07%     59.19%     20.00%  
                      0135-246   68.25%     60.17%     59.72%     19.60%  
                      01356-24   69.05%     59.92%     59.57%     19.24%  
                      02345-16   59.52%     58.48%     56.92%     18.92%  
                      01235-46   88.10%     65.04%     57.31%     18.69%  
                      02456-13   58.73%     58.92%     58.21%     18.37%  
                      02346-15   58.73%     58.47%     57.43%     17.96%  
                      01345-26   73.02%     58.42%     58.81%     17.83%  
                      012456-3   87.30%     64.63%     56.55%     17.64%  
                      034-1256   58.73%     59.44%     56.25%     17.09%  
                      024-1356   57.94%     58.24%     57.93%     16.46%  
                      025-1346   57.94%     58.09%     57.87%     16.10%  
                      0345-126   55.56%     58.62%     54.63%     16.01%  
                      01256-34   77.78%     62.39%     54.63%     15.56%  
                      0246-135   57.14%     57.48%     57.13%     14.99%  
                      02356-14   57.14%     57.14%     56.25%     14.91%  
                      0356-124   57.94%     58.06%     55.23%     14.59%  
                      036-1245   61.11%     58.02%     55.98%     14.41%  
                      0235-146   56.35%     56.55%     55.72%     13.55%  
                      0234-156   56.35%     56.35%     55.33%     13.32%  
                      01246-35   79.37%     59.85%     53.47%     12.24%  
                      0256-134   55.56%     55.78%     55.54%     11.54%  
                      035-1246   57.14%     56.26%     53.78%     11.27%  
                      02-13456   56.35%     55.56%     55.54%     11.09%  
                      03-12456   60.32%     55.88%     54.22%     10.55%  
                      012356-4   88.89%     57.99%     53.28%     9.55%   
                      0126-345   69.84%     57.24%     51.10%     9.40%   
                      0236-145   53.97%     54.32%     53.86%     8.72%   
                      023-1456   53.17%     53.54%     53.15%     7.11%   
                      026-1345   53.97%     53.42%     53.39%     6.81%   
                      0123-456   78.57%     53.60%     50.34%     4.55%   
                      012345-6   97.62%     49.20%     49.40%     -1.14%  
                      01236-45   79.37%     48.74%     47.77%     -1.55%  
                      012346-5   90.48%     46.34%     47.50%     -4.33%  
                      01234-56   88.10%     45.49%     46.84%     -5.60%  
