                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     04-13-2-5   36.25%     27.58%     27.40%     3.33%   
                     0-134-2-5   36.25%     27.57%     27.21%     2.85%   
                     045-1-2-3   33.75%     27.34%     27.55%     5.84%   
                     0-1-24-35   32.50%     26.99%     27.62%     5.79%   
                     0-145-2-3   33.75%     26.75%     27.23%     4.96%   
                     04-15-2-3   33.75%     26.72%     27.38%     5.18%   
                     03-1-24-5   33.75%     26.70%     26.04%     3.20%   
                     0-1-245-3   32.50%     26.56%     26.86%     4.65%   
                     0-14-2-35   31.25%     25.66%     26.24%     3.97%   
                     04-1-2-35   31.25%     25.55%     26.32%     4.07%   
                     01-24-3-5   53.75%     25.43%     26.95%     7.91%   
                     03-14-2-5   32.50%     25.36%     24.67%     1.38%   
                     0-14-25-3   31.25%     25.26%     25.59%     2.98%   
                     034-1-2-5   32.50%     25.26%     24.71%     1.23%   
                     04-1-25-3   31.25%     25.16%     25.67%     3.07%   
                     0-124-3-5   50.00%     24.56%     25.60%     2.94%   
                     02-1-34-5   37.50%     24.44%     23.30%     -1.26%  
                     04-12-3-5   48.75%     24.35%     25.53%     2.72%   
                     014-2-3-5   52.50%     23.68%     25.14%     5.20%   
                     024-1-3-5   38.75%     20.07%     21.12%     -3.63%  
                     02-14-3-5   37.50%     19.74%     20.75%     -4.14%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     05-1-23-4   45.00%     48.99%     50.19%     32.61%  
                     0-15-23-4   45.00%     48.18%     49.90%     31.78%  
                     01-23-4-5   63.75%     45.45%     48.16%     32.79%  
                     0-1-235-4   42.50%     46.28%     47.91%     29.37%  
                     0-123-4-5   65.00%     41.56%     45.62%     27.33%  
                     05-13-2-4   38.75%     41.87%     44.95%     22.64%  
                     0-135-2-4   38.75%     40.92%     44.41%     21.51%  
                     015-2-3-4   57.50%     37.81%     43.10%     26.25%  
                     05-12-3-4   51.25%     38.64%     43.08%     22.03%  
                     0-13-25-4   36.25%     39.50%     42.95%     19.70%  
                     0-125-3-4   51.25%     37.31%     42.11%     19.88%  
                     035-1-2-4   35.00%     39.30%     42.08%     20.53%  
                     03-15-2-4   35.00%     38.73%     42.00%     19.96%  
                     01-2-35-4   52.50%     36.30%     41.84%     23.55%  
                     013-2-4-5   58.75%     37.64%     41.84%     19.55%  
                     0-12-35-4   48.75%     36.66%     41.73%     20.08%  
                     01-25-3-4   52.50%     35.91%     41.19%     22.56%  
                     023-1-4-5   50.00%     37.13%     40.54%     18.89%  
                     03-1-25-4   32.50%     37.17%     40.29%     17.85%  
                     03-12-4-5   50.00%     36.36%     40.15%     17.50%  
                     0-1-23-45   42.50%     42.85%     39.31%     20.19%  
                     012-3-4-5   76.25%     32.77%     38.25%     14.66%  
                     02-13-4-5   42.50%     33.97%     38.11%     12.58%  
                     02-15-3-4   40.00%     33.11%     38.09%     14.44%  
                     025-1-3-4   40.00%     32.91%     37.65%     13.95%  
                     02-1-35-4   37.50%     31.94%     37.02%     13.32%  
                     0-13-2-45   36.25%     35.73%     34.08%     10.21%  
                     0-1-234-5   43.75%     35.18%     33.18%     14.17%  
                     04-1-23-5   42.50%     34.70%     32.64%     13.30%  
                     0-14-23-5   42.50%     34.81%     32.56%     13.20%  
                     01-2-3-45   52.50%     32.14%     32.32%     13.07%  
                     0-12-3-45   48.75%     32.50%     32.21%     9.60%   
                     03-1-2-45   32.50%     33.40%     31.41%     8.37%   
                     05-1-2-34   33.75%     32.34%     30.14%     8.80%   
                     0-15-2-34   33.75%     31.53%     29.85%     7.97%   
                     05-1-24-3   35.00%     28.97%     28.97%     7.73%   
                     0-13-24-5   37.50%     29.02%     28.71%     5.05%   
                     0-15-24-3   35.00%     28.16%     28.68%     6.90%   
                     0-1-2-345   31.25%     29.53%     28.23%     6.24%   
                     0-1-25-34   31.25%     29.97%     28.14%     5.86%   
                     01-2-34-5   52.50%     28.80%     28.12%     8.98%   
                     0-12-34-5   48.75%     29.16%     28.00%     5.50%   
                     0-1-24-35   32.50%     26.99%     27.62%     5.79%   
                     05-14-2-3   33.75%     27.63%     27.59%     5.91%   
                     045-1-2-3   33.75%     27.34%     27.55%     5.84%   
                     02-1-3-45   37.50%     27.78%     27.50%     2.84%   
                     04-13-2-5   36.25%     27.58%     27.40%     3.33%   
                     04-15-2-3   33.75%     26.72%     27.38%     5.18%   
                     0-145-2-3   33.75%     26.75%     27.23%     4.96%   
                     0-134-2-5   36.25%     27.57%     27.21%     2.85%   
                     01-24-3-5   53.75%     25.43%     26.95%     7.91%   
                     0-1-245-3   32.50%     26.56%     26.86%     4.65%   
                     04-1-2-35   31.25%     25.55%     26.32%     4.07%   
                     0-14-2-35   31.25%     25.66%     26.24%     3.97%   
                     03-1-24-5   33.75%     26.70%     26.04%     3.20%   
                     04-1-25-3   31.25%     25.16%     25.67%     3.07%   
                     0-124-3-5   50.00%     24.56%     25.60%     2.94%   
                     0-14-25-3   31.25%     25.26%     25.59%     2.98%   
                     04-12-3-5   48.75%     24.35%     25.53%     2.72%   
                     014-2-3-5   52.50%     23.68%     25.14%     5.20%   
                     034-1-2-5   32.50%     25.26%     24.71%     1.23%   
                     03-14-2-5   32.50%     25.36%     24.67%     1.38%   
                     02-1-34-5   37.50%     24.44%     23.30%     -1.26%  
                     024-1-3-5   38.75%     20.07%     21.12%     -3.63%  
                     02-14-3-5   37.50%     19.74%     20.75%     -4.14%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                     01-23-4-5   63.75%     45.45%     48.16%     32.79%  
                     05-1-23-4   45.00%     48.99%     50.19%     32.61%  
                     0-15-23-4   45.00%     48.18%     49.90%     31.78%  
                     0-1-235-4   42.50%     46.28%     47.91%     29.37%  
                     0-123-4-5   65.00%     41.56%     45.62%     27.33%  
                     015-2-3-4   57.50%     37.81%     43.10%     26.25%  
                     01-2-35-4   52.50%     36.30%     41.84%     23.55%  
                     05-13-2-4   38.75%     41.87%     44.95%     22.64%  
                     01-25-3-4   52.50%     35.91%     41.19%     22.56%  
                     05-12-3-4   51.25%     38.64%     43.08%     22.03%  
                     0-135-2-4   38.75%     40.92%     44.41%     21.51%  
                     035-1-2-4   35.00%     39.30%     42.08%     20.53%  
                     0-1-23-45   42.50%     42.85%     39.31%     20.19%  
                     0-12-35-4   48.75%     36.66%     41.73%     20.08%  
                     03-15-2-4   35.00%     38.73%     42.00%     19.96%  
                     0-125-3-4   51.25%     37.31%     42.11%     19.88%  
                     0-13-25-4   36.25%     39.50%     42.95%     19.70%  
                     013-2-4-5   58.75%     37.64%     41.84%     19.55%  
                     023-1-4-5   50.00%     37.13%     40.54%     18.89%  
                     03-1-25-4   32.50%     37.17%     40.29%     17.85%  
                     03-12-4-5   50.00%     36.36%     40.15%     17.50%  
                     012-3-4-5   76.25%     32.77%     38.25%     14.66%  
                     02-15-3-4   40.00%     33.11%     38.09%     14.44%  
                     0-1-234-5   43.75%     35.18%     33.18%     14.17%  
                     025-1-3-4   40.00%     32.91%     37.65%     13.95%  
                     02-1-35-4   37.50%     31.94%     37.02%     13.32%  
                     04-1-23-5   42.50%     34.70%     32.64%     13.30%  
                     0-14-23-5   42.50%     34.81%     32.56%     13.20%  
                     01-2-3-45   52.50%     32.14%     32.32%     13.07%  
                     02-13-4-5   42.50%     33.97%     38.11%     12.58%  
                     0-13-2-45   36.25%     35.73%     34.08%     10.21%  
                     0-12-3-45   48.75%     32.50%     32.21%     9.60%   
                     01-2-34-5   52.50%     28.80%     28.12%     8.98%   
                     05-1-2-34   33.75%     32.34%     30.14%     8.80%   
                     03-1-2-45   32.50%     33.40%     31.41%     8.37%   
                     0-15-2-34   33.75%     31.53%     29.85%     7.97%   
                     01-24-3-5   53.75%     25.43%     26.95%     7.91%   
                     05-1-24-3   35.00%     28.97%     28.97%     7.73%   
                     0-15-24-3   35.00%     28.16%     28.68%     6.90%   
                     0-1-2-345   31.25%     29.53%     28.23%     6.24%   
                     05-14-2-3   33.75%     27.63%     27.59%     5.91%   
                     0-1-25-34   31.25%     29.97%     28.14%     5.86%   
                     045-1-2-3   33.75%     27.34%     27.55%     5.84%   
                     0-1-24-35   32.50%     26.99%     27.62%     5.79%   
                     0-12-34-5   48.75%     29.16%     28.00%     5.50%   
                     014-2-3-5   52.50%     23.68%     25.14%     5.20%   
                     04-15-2-3   33.75%     26.72%     27.38%     5.18%   
                     0-13-24-5   37.50%     29.02%     28.71%     5.05%   
                     0-145-2-3   33.75%     26.75%     27.23%     4.96%   
                     0-1-245-3   32.50%     26.56%     26.86%     4.65%   
                     04-1-2-35   31.25%     25.55%     26.32%     4.07%   
                     0-14-2-35   31.25%     25.66%     26.24%     3.97%   
                     04-13-2-5   36.25%     27.58%     27.40%     3.33%   
                     03-1-24-5   33.75%     26.70%     26.04%     3.20%   
                     04-1-25-3   31.25%     25.16%     25.67%     3.07%   
                     0-14-25-3   31.25%     25.26%     25.59%     2.98%   
                     0-124-3-5   50.00%     24.56%     25.60%     2.94%   
                     0-134-2-5   36.25%     27.57%     27.21%     2.85%   
                     02-1-3-45   37.50%     27.78%     27.50%     2.84%   
                     04-12-3-5   48.75%     24.35%     25.53%     2.72%   
                     03-14-2-5   32.50%     25.36%     24.67%     1.38%   
                     034-1-2-5   32.50%     25.26%     24.71%     1.23%   
                     02-1-34-5   37.50%     24.44%     23.30%     -1.26%  
                     024-1-3-5   38.75%     20.07%     21.12%     -3.63%  
                     02-14-3-5   37.50%     19.74%     20.75%     -4.14%  
