                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   0-12-35-4-6   35.63%     33.52%     26.20%     12.64%  
                   06-15-2-3-4   26.32%     33.32%     24.49%     9.49%   
                   056-1-2-3-4   25.51%     32.63%     23.55%     9.45%   
                   06-12-3-4-5   35.63%     32.60%     24.34%     10.50%  
                   0-1-236-4-5   31.98%     32.38%     25.36%     11.43%  
                   0-1-25-3-46   25.51%     31.99%     24.27%     10.46%  
                   0-1-23-4-56   27.13%     31.98%     24.92%     10.66%  
                   05-12-3-4-6   35.22%     31.79%     24.57%     10.68%  
                   01-26-3-4-5   41.30%     31.78%     26.02%     11.68%  
                   01-2-3-4-56   38.06%     31.68%     25.42%     11.34%  
                   0-1-235-4-6   31.17%     31.55%     25.40%     11.56%  
                   0-1-2-35-46   23.89%     31.22%     23.56%     9.73%   
                   0-16-23-4-5   31.58%     31.17%     25.73%     9.57%   
                   0-1-26-3-45   25.91%     31.05%     24.31%     9.85%   
                   01-2-36-4-5   38.87%     31.04%     24.59%     10.78%  
                   01-25-3-4-6   40.49%     30.92%     25.86%     11.75%  
                   0-15-2-3-46   25.10%     30.87%     23.57%     8.55%   
                   0-13-26-4-5   31.58%     30.84%     25.53%     9.11%   
                   0-13-2-4-56   28.34%     30.73%     24.93%     8.78%   
                   016-2-3-4-5   44.13%     30.57%     25.04%     9.52%   
                   0-1-2-36-45   23.48%     30.31%     22.88%     8.95%   
                   0-136-2-4-5   34.41%     30.22%     25.56%     8.45%   
                   0-12-3-46-5   34.41%     30.15%     23.42%     9.56%   
                   01-2-35-4-6   38.87%     30.15%     25.15%     11.02%  
                   0-16-2-3-45   27.13%     30.13%     24.51%     8.42%   
                   0-15-23-4-6   29.15%     30.11%     24.66%     9.16%   
                   0-13-25-4-6   30.77%     29.98%     25.37%     9.18%   
                   02-1-3-4-56   27.13%     29.82%     21.77%     6.62%   
                   015-2-3-4-6   41.30%     29.58%     24.48%     9.39%   
                   0-1-26-34-5   27.13%     29.56%     23.28%     9.02%   
                   06-1-23-4-5   27.94%     29.54%     22.78%     8.20%   
                   05-1-2-3-46   23.48%     29.49%     21.93%     7.77%   
                   0-1-2-34-56   23.89%     29.45%     22.68%     8.69%   
                   0-1-2-3-456   23.08%     29.23%     22.48%     8.16%   
                   0-135-2-4-6   31.98%     29.21%     24.85%     8.20%   
                   026-1-3-4-5   31.98%     29.19%     21.57%     6.04%   
                   02-1-36-4-5   27.94%     29.19%     20.94%     6.06%   
                   0-1-24-3-56   25.91%     29.06%     23.17%     8.63%   
                   02-16-3-4-5   31.58%     29.01%     22.58%     5.54%   
                   05-1-23-4-6   27.53%     28.72%     23.02%     8.38%   
                   0-1-246-3-5   29.55%     28.70%     23.03%     8.40%   
                   0-1-25-34-6   26.32%     28.70%     23.12%     9.09%   
                   0-16-2-34-5   28.34%     28.64%     23.49%     7.60%   
                   03-1-26-4-5   27.13%     28.58%     22.13%     7.24%   
                   06-1-2-3-45   23.48%     28.51%     21.57%     7.06%   
                   03-1-2-4-56   23.89%     28.48%     21.53%     6.91%   
                   0-14-26-3-5   31.17%     28.45%     24.27%     8.25%   
                   0-1-24-36-5   26.72%     28.42%     22.34%     8.07%   
                   025-1-3-4-6   30.77%     28.41%     21.46%     6.19%   
                   0-12-3-45-6   34.01%     28.36%     23.29%     9.02%   
                   0-14-2-3-56   27.94%     28.35%     23.67%     7.91%   
                   0-123-4-5-6   44.13%     28.31%     24.26%     8.76%   
                   02-1-35-4-6   27.94%     28.30%     21.50%     6.30%   
                   06-13-2-4-5   29.15%     28.29%     22.79%     6.32%   
                   0-16-24-3-5   30.36%     28.24%     23.98%     7.54%   
                   02-15-3-4-6   29.15%     27.95%     21.51%     5.12%   
                   0-1-2-346-5   25.10%     27.88%     21.42%     7.57%   
                   04-1-26-3-5   28.34%     27.86%     22.03%     7.58%   
                   04-1-2-3-56   25.10%     27.76%     21.43%     7.25%   
                   03-1-25-4-6   26.32%     27.72%     21.97%     7.31%   
                   0-14-2-36-5   28.74%     27.71%     22.84%     7.35%   
                   03-16-2-4-5   28.34%     27.66%     22.33%     5.82%   
                   0-1-245-3-6   28.34%     27.62%     22.78%     8.16%   
                   0-14-25-3-6   30.36%     27.59%     24.11%     8.32%   
                   0-15-2-34-6   25.91%     27.58%     22.42%     7.18%   
                   012-3-4-5-6   53.85%     27.57%     22.54%     7.84%   
                   0-1-24-35-6   26.72%     27.53%     22.89%     8.30%   
                   05-13-2-4-6   28.74%     27.47%     23.02%     6.49%   
                   0-146-2-3-5   32.79%     27.39%     23.78%     6.54%   
                   036-1-2-4-5   26.32%     27.25%     20.54%     5.80%   
                   0-15-24-3-6   27.94%     27.19%     22.90%     7.12%   
                   04-1-2-36-5   25.91%     27.12%     20.60%     6.69%   
                   0-1-23-46-5   26.72%     27.09%     21.86%     7.26%   
                   06-1-2-34-5   24.70%     27.01%     20.54%     6.23%   
                   04-1-25-3-6   27.53%     27.00%     21.87%     7.65%   
                   04-16-2-3-5   29.55%     26.95%     22.24%     6.16%   
                   0-12-34-5-6   35.22%     26.86%     22.27%     8.20%   
                   0-14-2-35-6   28.74%     26.82%     23.40%     7.59%   
                   01-2-3-46-5   37.65%     26.79%     22.37%     7.94%   
                   06-1-24-3-5   26.72%     26.62%     21.03%     6.17%   
                   03-15-2-4-6   25.91%     26.61%     21.26%     5.40%   
                   035-1-2-4-6   25.91%     26.54%     20.74%     5.98%   
                   0-1-2-345-6   24.70%     26.48%     21.56%     7.28%   
                   04-1-2-35-6   25.91%     26.24%     21.15%     6.92%   
                   0-145-2-3-6   29.96%     26.24%     22.84%     5.93%   
                   05-1-2-34-6   24.29%     26.19%     20.78%     6.40%   
                   01-23-4-5-6   41.70%     26.03%     23.45%     8.55%   
                   06-14-2-3-5   28.74%     25.91%     21.53%     5.45%   
                   03-12-4-5-6   35.22%     25.89%     21.11%     6.42%   
                   04-15-2-3-6   27.13%     25.89%     21.16%     5.74%   
                   0-13-2-46-5   27.94%     25.84%     21.87%     5.38%   
                   05-1-24-3-6   26.32%     25.80%     21.27%     6.34%   
                   0-124-3-5-6   42.51%     25.61%     22.60%     7.23%   
                   046-1-2-3-5   26.32%     25.37%     19.53%     4.92%   
                   0-1-23-45-6   26.32%     25.30%     21.74%     6.72%   
                   04-12-3-5-6   36.44%     25.17%     21.02%     6.76%   
                   05-14-2-3-6   28.34%     25.09%     21.77%     5.63%   
                   01-2-3-45-6   37.25%     24.99%     22.24%     7.40%   
                   02-1-3-46-5   26.72%     24.93%     18.72%     3.22%   
                   045-1-2-3-6   25.51%     24.30%     19.54%     4.72%   
                   0-13-2-45-6   27.53%     24.05%     21.75%     4.84%   
                   013-2-4-5-6   44.13%     23.99%     21.62%     4.68%   
                   03-1-2-46-5   23.48%     23.59%     18.47%     3.51%   
                   01-2-34-5-6   38.46%     23.50%     21.22%     6.58%   
                   02-1-3-45-6   26.32%     23.14%     18.59%     2.68%   
                   0-1-234-5-6   30.77%     23.11%     20.58%     5.56%   
                   01-24-3-5-6   40.49%     23.10%     21.70%     6.52%   
                   02-13-4-5-6   31.98%     22.92%     19.81%     1.95%   
                   0-14-23-5-6   31.58%     22.70%     21.70%     5.12%   
                   023-1-4-5-6   31.98%     22.66%     18.32%     1.64%   
                   0-13-24-5-6   30.77%     22.16%     21.21%     3.95%   
                   04-1-23-5-6   28.74%     22.11%     19.46%     4.45%   
                   014-2-3-5-6   44.94%     21.99%     20.82%     5.14%   
                   03-1-2-45-6   23.08%     21.79%     18.35%     2.97%   
                   02-1-34-5-6   27.53%     21.64%     17.57%     1.86%   
                   0-134-2-5-6   34.01%     21.44%     21.11%     3.26%   
                   04-13-2-5-6   29.96%     20.86%     19.47%     2.57%   
                   02-14-3-5-6   31.58%     20.54%     18.56%     1.08%   
                   024-1-3-5-6   31.98%     20.52%     17.24%     0.96%   
                   03-1-24-5-6   26.32%     19.90%     17.81%     2.08%   
                   03-14-2-5-6   28.34%     19.19%     18.31%     1.37%   
                   034-1-2-5-6   26.72%     19.08%     16.61%     1.28%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   0-16-25-3-4   30.36%     36.06%     28.14%     12.77%  
                   0-1-256-3-4   29.96%     37.04%     27.74%     14.25%  
                   0-16-2-35-4   28.74%     35.29%     27.42%     12.04%  
                   0-156-2-3-4   30.77%     35.09%     27.38%     11.30%  
                   0-126-3-4-5   43.32%     34.61%     27.33%     12.90%  
                   0-15-26-3-4   28.74%     35.87%     27.22%     12.28%  
                   0-1-26-35-4   27.53%     36.21%     27.21%     13.46%  
                   0-125-3-4-6   40.08%     33.60%     26.55%     12.71%  
                   0-1-25-36-4   26.72%     36.24%     26.50%     13.30%  
                   0-12-3-4-56   34.82%     35.04%     26.47%     12.96%  
                   0-12-35-4-6   35.63%     33.52%     26.20%     12.64%  
                   0-1-2-356-4   25.91%     36.02%     26.06%     12.99%  
                   01-26-3-4-5   41.30%     31.78%     26.02%     11.68%  
                   01-25-3-4-6   40.49%     30.92%     25.86%     11.75%  
                   05-16-2-3-4   28.34%     33.56%     25.79%     10.08%  
                   0-15-2-36-4   26.32%     35.13%     25.79%     11.39%  
                   0-16-23-4-5   31.58%     31.17%     25.73%     9.57%   
                   0-12-36-4-5   35.63%     34.41%     25.64%     12.40%  
                   05-1-26-3-4   27.13%     34.48%     25.59%     11.50%  
                   0-136-2-4-5   34.41%     30.22%     25.56%     8.45%   
                   0-13-26-4-5   31.58%     30.84%     25.53%     9.11%   
                   01-2-3-4-56   38.06%     31.68%     25.42%     11.34%  
                   0-1-235-4-6   31.17%     31.55%     25.40%     11.56%  
                   0-13-25-4-6   30.77%     29.98%     25.37%     9.18%   
                   0-1-236-4-5   31.98%     32.38%     25.36%     11.43%  
                   06-1-25-3-4   26.72%     34.44%     25.19%     11.40%  
                   01-2-35-4-6   38.87%     30.15%     25.15%     11.02%  
                   016-2-3-4-5   44.13%     30.57%     25.04%     9.52%   
                   0-13-2-4-56   28.34%     30.73%     24.93%     8.78%   
                   0-1-23-4-56   27.13%     31.98%     24.92%     10.66%  
                   0-135-2-4-6   31.98%     29.21%     24.85%     8.20%   
                   0-15-23-4-6   29.15%     30.11%     24.66%     9.16%   
                   01-2-36-4-5   38.87%     31.04%     24.59%     10.78%  
                   05-12-3-4-6   35.22%     31.79%     24.57%     10.68%  
                   0-16-2-3-45   27.13%     30.13%     24.51%     8.42%   
                   06-15-2-3-4   26.32%     33.32%     24.49%     9.49%   
                   015-2-3-4-6   41.30%     29.58%     24.48%     9.39%   
                   06-1-2-35-4   25.10%     33.67%     24.48%     10.67%  
                   06-12-3-4-5   35.63%     32.60%     24.34%     10.50%  
                   0-1-26-3-45   25.91%     31.05%     24.31%     9.85%   
                   0-1-25-3-46   25.51%     31.99%     24.27%     10.46%  
                   0-14-26-3-5   31.17%     28.45%     24.27%     8.25%   
                   0-123-4-5-6   44.13%     28.31%     24.26%     8.76%   
                   05-1-2-36-4   24.70%     33.74%     24.15%     10.61%  
                   0-14-25-3-6   30.36%     27.59%     24.11%     8.32%   
                   0-16-24-3-5   30.36%     28.24%     23.98%     7.54%   
                   0-146-2-3-5   32.79%     27.39%     23.78%     6.54%   
                   0-14-2-3-56   27.94%     28.35%     23.67%     7.91%   
                   0-15-2-3-46   25.10%     30.87%     23.57%     8.55%   
                   0-1-2-35-46   23.89%     31.22%     23.56%     9.73%   
                   056-1-2-3-4   25.51%     32.63%     23.55%     9.45%   
                   0-16-2-34-5   28.34%     28.64%     23.49%     7.60%   
                   01-23-4-5-6   41.70%     26.03%     23.45%     8.55%   
                   0-12-3-46-5   34.41%     30.15%     23.42%     9.56%   
                   0-14-2-35-6   28.74%     26.82%     23.40%     7.59%   
                   0-12-3-45-6   34.01%     28.36%     23.29%     9.02%   
                   0-1-26-34-5   27.13%     29.56%     23.28%     9.02%   
                   0-1-24-3-56   25.91%     29.06%     23.17%     8.63%   
                   0-1-25-34-6   26.32%     28.70%     23.12%     9.09%   
                   0-1-246-3-5   29.55%     28.70%     23.03%     8.40%   
                   05-13-2-4-6   28.74%     27.47%     23.02%     6.49%   
                   05-1-23-4-6   27.53%     28.72%     23.02%     8.38%   
                   0-15-24-3-6   27.94%     27.19%     22.90%     7.12%   
                   0-1-24-35-6   26.72%     27.53%     22.89%     8.30%   
                   0-1-2-36-45   23.48%     30.31%     22.88%     8.95%   
                   0-14-2-36-5   28.74%     27.71%     22.84%     7.35%   
                   0-145-2-3-6   29.96%     26.24%     22.84%     5.93%   
                   06-13-2-4-5   29.15%     28.29%     22.79%     6.32%   
                   06-1-23-4-5   27.94%     29.54%     22.78%     8.20%   
                   0-1-245-3-6   28.34%     27.62%     22.78%     8.16%   
                   0-1-2-34-56   23.89%     29.45%     22.68%     8.69%   
                   0-124-3-5-6   42.51%     25.61%     22.60%     7.23%   
                   02-16-3-4-5   31.58%     29.01%     22.58%     5.54%   
                   012-3-4-5-6   53.85%     27.57%     22.54%     7.84%   
                   0-1-2-3-456   23.08%     29.23%     22.48%     8.16%   
                   0-15-2-34-6   25.91%     27.58%     22.42%     7.18%   
                   01-2-3-46-5   37.65%     26.79%     22.37%     7.94%   
                   0-1-24-36-5   26.72%     28.42%     22.34%     8.07%   
                   03-16-2-4-5   28.34%     27.66%     22.33%     5.82%   
                   0-12-34-5-6   35.22%     26.86%     22.27%     8.20%   
                   01-2-3-45-6   37.25%     24.99%     22.24%     7.40%   
                   04-16-2-3-5   29.55%     26.95%     22.24%     6.16%   
                   03-1-26-4-5   27.13%     28.58%     22.13%     7.24%   
                   04-1-26-3-5   28.34%     27.86%     22.03%     7.58%   
                   03-1-25-4-6   26.32%     27.72%     21.97%     7.31%   
                   05-1-2-3-46   23.48%     29.49%     21.93%     7.77%   
                   04-1-25-3-6   27.53%     27.00%     21.87%     7.65%   
                   0-13-2-46-5   27.94%     25.84%     21.87%     5.38%   
                   0-1-23-46-5   26.72%     27.09%     21.86%     7.26%   
                   02-1-3-4-56   27.13%     29.82%     21.77%     6.62%   
                   05-14-2-3-6   28.34%     25.09%     21.77%     5.63%   
                   0-13-2-45-6   27.53%     24.05%     21.75%     4.84%   
                   0-1-23-45-6   26.32%     25.30%     21.74%     6.72%   
                   0-14-23-5-6   31.58%     22.70%     21.70%     5.12%   
                   01-24-3-5-6   40.49%     23.10%     21.70%     6.52%   
                   013-2-4-5-6   44.13%     23.99%     21.62%     4.68%   
                   06-1-2-3-45   23.48%     28.51%     21.57%     7.06%   
                   026-1-3-4-5   31.98%     29.19%     21.57%     6.04%   
                   0-1-2-345-6   24.70%     26.48%     21.56%     7.28%   
                   06-14-2-3-5   28.74%     25.91%     21.53%     5.45%   
                   03-1-2-4-56   23.89%     28.48%     21.53%     6.91%   
                   02-15-3-4-6   29.15%     27.95%     21.51%     5.12%   
                   02-1-35-4-6   27.94%     28.30%     21.50%     6.30%   
                   025-1-3-4-6   30.77%     28.41%     21.46%     6.19%   
                   04-1-2-3-56   25.10%     27.76%     21.43%     7.25%   
                   0-1-2-346-5   25.10%     27.88%     21.42%     7.57%   
                   05-1-24-3-6   26.32%     25.80%     21.27%     6.34%   
                   03-15-2-4-6   25.91%     26.61%     21.26%     5.40%   
                   01-2-34-5-6   38.46%     23.50%     21.22%     6.58%   
                   0-13-24-5-6   30.77%     22.16%     21.21%     3.95%   
                   04-15-2-3-6   27.13%     25.89%     21.16%     5.74%   
                   04-1-2-35-6   25.91%     26.24%     21.15%     6.92%   
                   03-12-4-5-6   35.22%     25.89%     21.11%     6.42%   
                   0-134-2-5-6   34.01%     21.44%     21.11%     3.26%   
                   06-1-24-3-5   26.72%     26.62%     21.03%     6.17%   
                   04-12-3-5-6   36.44%     25.17%     21.02%     6.76%   
                   02-1-36-4-5   27.94%     29.19%     20.94%     6.06%   
                   014-2-3-5-6   44.94%     21.99%     20.82%     5.14%   
                   05-1-2-34-6   24.29%     26.19%     20.78%     6.40%   
                   035-1-2-4-6   25.91%     26.54%     20.74%     5.98%   
                   04-1-2-36-5   25.91%     27.12%     20.60%     6.69%   
                   0-1-234-5-6   30.77%     23.11%     20.58%     5.56%   
                   06-1-2-34-5   24.70%     27.01%     20.54%     6.23%   
                   036-1-2-4-5   26.32%     27.25%     20.54%     5.80%   
                   02-13-4-5-6   31.98%     22.92%     19.81%     1.95%   
                   045-1-2-3-6   25.51%     24.30%     19.54%     4.72%   
                   046-1-2-3-5   26.32%     25.37%     19.53%     4.92%   
                   04-13-2-5-6   29.96%     20.86%     19.47%     2.57%   
                   04-1-23-5-6   28.74%     22.11%     19.46%     4.45%   
                   02-1-3-46-5   26.72%     24.93%     18.72%     3.22%   
                   02-1-3-45-6   26.32%     23.14%     18.59%     2.68%   
                   02-14-3-5-6   31.58%     20.54%     18.56%     1.08%   
                   03-1-2-46-5   23.48%     23.59%     18.47%     3.51%   
                   03-1-2-45-6   23.08%     21.79%     18.35%     2.97%   
                   023-1-4-5-6   31.98%     22.66%     18.32%     1.64%   
                   03-14-2-5-6   28.34%     19.19%     18.31%     1.37%   
                   03-1-24-5-6   26.32%     19.90%     17.81%     2.08%   
                   02-1-34-5-6   27.53%     21.64%     17.57%     1.86%   
                   024-1-3-5-6   31.98%     20.52%     17.24%     0.96%   
