                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01356-2-4   66.67%     45.41%     42.79%     16.87%  
                     014-235-6   69.84%     45.40%     44.30%     23.34%  
                     0345-1-26   45.24%     45.37%     43.53%     19.18%  
                     026-145-3   47.62%     45.35%     39.96%     11.05%  
                     02-156-34   45.24%     45.24%     40.12%     13.32%  
                     034-156-2   45.24%     45.24%     43.72%     17.41%  
                     03-1-2456   43.65%     45.20%     43.44%     18.19%  
                     026-15-34   45.24%     45.16%     40.15%     13.44%  
                     036-15-24   44.44%     45.13%     43.65%     17.20%  
                     035-1-246   43.65%     45.11%     43.44%     18.19%  
                     0126-35-4   69.05%     45.10%     37.54%     10.40%  
                     034-15-26   45.24%     45.06%     43.48%     17.62%  
                     036-125-4   55.56%     44.98%     40.48%     15.88%  
                     0356-14-2   45.24%     44.84%     43.65%     17.11%  
                     0356-12-4   52.38%     44.83%     39.71%     15.45%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     03-146-25   44.44%     44.65%     43.52%     16.14%  
                     025-136-4   53.17%     44.63%     41.45%     15.26%  
                     0135-26-4   65.08%     44.58%     41.79%     15.66%  
                     02356-1-4   53.97%     44.57%     40.94%     16.05%  
                     03-16-245   42.86%     44.51%     42.66%     16.61%  
                     035-16-24   42.86%     44.30%     42.54%     16.48%  
                     01-2346-5   64.29%     44.23%     43.50%     22.88%  
                     04-1235-6   68.25%     44.19%     42.49%     19.92%  
                     03-15-246   43.65%     44.19%     42.89%     16.04%  
                     015-234-6   67.46%     43.97%     42.86%     21.09%  
                     036-145-2   45.24%     43.94%     43.12%     14.99%  
                     016-23-45   58.73%     43.93%     42.89%     20.02%  
                     03-14-256   43.65%     43.89%     42.71%     15.30%  
                     0145-23-6   71.43%     43.87%     43.46%     21.20%  
                     035-146-2   44.44%     43.79%     42.83%     15.55%  
                     02-146-35   46.03%     43.75%     39.58%     12.29%  
                     0235-16-4   52.38%     43.67%     39.94%     14.01%  
                     014-236-5   67.46%     43.64%     43.78%     22.39%  
                     0256-13-4   51.59%     43.50%     40.30%     13.15%  
                     03-156-24   42.86%     43.36%     42.03%     14.37%  
                     035-126-4   50.79%     43.29%     38.31%     12.28%  
                     03-1256-4   53.97%     43.22%     38.89%     12.39%  
                     026-14-35   45.24%     43.15%     38.99%     11.32%  
                     02-1356-4   51.59%     43.14%     40.10%     12.37%  
                     035-14-26   43.65%     43.10%     41.97%     14.67%  
                     01245-3-6   86.51%     43.06%     37.82%     17.10%  
                     013-2-456   59.52%     42.89%     41.35%     15.57%  
                     0236-15-4   50.79%     42.87%     39.52%     12.07%  
                     045-123-6   63.49%     42.81%     40.68%     17.42%  
                     02-16-345   42.86%     42.78%     38.90%     13.14%  
                     026-1-345   42.86%     42.68%     38.96%     13.30%  
                     03-1456-2   44.44%     42.66%     42.09%     13.17%  
                     0-1236-45   58.73%     42.55%     41.22%     17.12%  
                     0126-3-45   68.25%     42.36%     36.17%     8.50%   
                     0146-23-5   66.67%     42.25%     42.55%     20.02%  
                     04-1236-5   62.70%     42.17%     41.06%     17.67%  
                     014-23-56   65.87%     42.15%     42.62%     20.68%  
                     026-135-4   50.00%     42.11%     39.06%     10.45%  
                     046-123-5   61.90%     42.08%     40.89%     17.54%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     03-145-26   43.65%     42.00%     41.26%     12.36%  
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     023-156-4   49.21%     41.86%     38.45%     9.99%   
                     016-234-5   61.90%     41.83%     41.34%     18.55%  
                     0125-34-6   77.78%     41.83%     36.83%     15.73%  
                     04-123-56   61.11%     41.68%     40.68%     17.15%  
                     06-123-45   57.14%     41.48%     40.15%     15.75%  
                     05-1234-6   65.87%     41.29%     40.05%     14.19%  
                     03-12-456   48.41%     41.01%     37.60%     12.44%  
                     0134-25-6   69.84%     40.76%     40.80%     14.54%  
                     0123-46-5   78.57%     40.73%     36.28%     6.30%   
                     01246-3-5   78.57%     40.73%     36.06%     8.51%   
                     0124-3-56   77.78%     40.68%     36.16%     11.99%  
                     02-13-456   46.83%     40.62%     38.67%     11.33%  
                     023-1-456   46.83%     40.54%     38.33%     11.78%  
                     0-12346-5   65.87%     40.35%     40.37%     15.16%  
                     013-245-6   64.29%     40.11%     39.52%     13.18%  
                     0124-35-6   78.57%     39.85%     35.74%     11.68%  
                     034-125-6   58.73%     39.85%     37.94%     13.21%  
                     0136-2-45   60.32%     39.79%     39.77%     13.55%  
                     0346-12-5   54.76%     39.58%     37.64%     13.85%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     0135-24-6   67.46%     39.51%     39.42%     12.57%  
                     01345-2-6   73.02%     39.34%     39.91%     12.84%  
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     0345-12-6   55.56%     39.28%     36.85%     12.36%  
                     02345-1-6   59.52%     39.20%     38.45%     13.82%  
                     0245-13-6   57.94%     39.12%     38.78%     12.46%  
                     0126-34-5   69.05%     39.08%     34.53%     6.88%   
                     036-12-45   49.21%     38.99%     36.84%     11.69%  
                     06-1234-5   63.49%     38.98%     38.99%     12.64%  
                     013-26-45   58.73%     38.92%     38.73%     12.21%  
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     01235-4-6   87.30%     38.36%     35.35%     9.03%   
                     01346-2-5   69.05%     38.19%     39.47%     13.94%  
                     024-135-6   56.35%     38.10%     38.02%     10.10%  
                     013-246-5   61.90%     38.03%     38.53%     11.87%  
                     0136-24-5   62.70%     37.89%     38.48%     11.75%  
                     02-136-45   47.62%     37.84%     37.45%     9.89%   
                     0234-15-6   56.35%     37.79%     37.36%     10.05%  
                     0236-1-45   47.62%     37.75%     37.01%     10.28%  
                     025-134-6   55.56%     37.53%     37.48%     8.83%   
                     02346-1-5   55.56%     37.43%     37.56%     12.44%  
                     0134-2-56   66.67%     37.43%     38.84%     12.23%  
                     034-12-56   52.38%     37.42%     36.08%     11.23%  
                     013-24-56   61.11%     37.42%     38.14%     11.33%  
                     0235-14-6   55.56%     37.40%     37.00%     9.11%   
                     035-124-6   56.35%     37.35%     35.85%     8.24%   
                     03-126-45   47.62%     37.25%     35.25%     8.34%   
                     034-126-5   52.38%     37.23%     35.65%     9.59%   
                     03-1245-6   59.52%     37.13%     36.17%     7.94%   
                     024-136-5   53.97%     37.10%     37.75%     10.76%  
                     0134-26-5   66.67%     37.03%     38.13%     11.32%  
                     023-16-45   46.03%     36.76%     35.91%     8.16%   
                     026-13-45   46.03%     36.75%     36.31%     7.88%   
                     0246-13-5   53.17%     36.53%     37.13%     9.68%   
                     036-124-5   54.76%     36.43%     35.74%     8.22%   
                     024-13-56   52.38%     36.31%     37.06%     9.74%   
                     0234-1-56   53.17%     36.24%     36.63%     10.47%  
                     01236-4-5   79.37%     36.06%     33.63%     1.22%   
                     0234-16-5   53.17%     36.03%     36.13%     9.30%   
                     02-1345-6   53.97%     35.92%     36.04%     5.59%   
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     02-1346-5   52.38%     35.51%     36.36%     7.62%   
                     023-145-6   52.38%     35.43%     35.31%     4.90%   
                     03-1246-5   53.97%     35.04%     34.58%     5.83%   
                     03-124-56   53.17%     34.88%     34.58%     6.51%   
                     0236-14-5   50.79%     34.84%     35.35%     6.43%   
                     023-146-5   50.00%     34.36%     34.90%     5.44%   
                     02-134-56   50.00%     34.31%     35.26%     5.68%   
                     023-14-56   49.21%     34.06%     34.75%     5.47%   
                     026-134-5   50.00%     34.01%     34.82%     4.67%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     014-25-36   65.87%     61.11%     51.99%     32.11%  
                     04-1-2356   51.59%     55.08%     51.66%     30.46%  
                     046-1-235   50.79%     54.22%     50.93%     29.34%  
                     04-15-236   50.79%     53.60%     50.93%     27.59%  
                     04-125-36   59.52%     62.13%     50.92%     29.66%  
                     0145-2-36   68.25%     59.50%     50.88%     30.31%  
                     01-245-36   61.11%     60.59%     50.87%     30.85%  
                     01-25-346   60.32%     59.48%     50.73%     31.49%  
                     015-24-36   63.49%     59.80%     50.54%     29.88%  
                     0-1-23456   51.59%     53.48%     50.39%     29.05%  
                     04-16-235   50.00%     53.60%     50.21%     27.78%  
                     045-1-236   50.00%     53.19%     50.20%     28.28%  
                     0-14-2356   50.79%     52.56%     50.16%     26.07%  
                     0-15-2346   50.79%     52.55%     50.05%     26.54%  
                     046-15-23   50.00%     52.52%     49.97%     26.27%  
                     015-2-346   62.70%     58.04%     49.82%     30.07%  
                     0-1245-36   61.11%     59.78%     49.71%     25.10%  
                     05-1-2346   50.00%     52.73%     49.70%     27.66%  
                     01-235-46   63.49%     55.99%     49.69%     30.01%  
                     04-136-25   50.79%     51.28%     49.43%     24.98%  
                     0-146-235   50.00%     51.59%     49.37%     24.52%  
                     04-156-23   49.21%     51.90%     49.29%     24.75%  
                     0-145-236   50.00%     50.90%     49.26%     23.03%  
                     0456-1-23   49.21%     52.04%     49.22%     26.89%  
                     05-14-236   49.21%     51.26%     49.07%     24.31%  
                     0-125-346   57.14%     58.86%     49.07%     27.51%  
                     045-12-36   55.56%     60.85%     49.06%     27.95%  
                     015-23-46   65.08%     54.64%     49.05%     28.24%  
                     046-13-25   50.00%     50.90%     48.94%     24.36%  
                     045-16-23   48.41%     51.50%     48.53%     25.40%  
                     06-14-235   49.21%     50.71%     48.53%     23.70%  
                     0-1346-25   51.59%     49.33%     48.50%     22.16%  
                     05-124-36   57.14%     59.26%     48.49%     24.37%  
                     0245-1-36   54.76%     58.15%     48.46%     26.21%  
                     0-16-2345   49.21%     51.35%     48.44%     25.39%  
                     04-1356-2   51.59%     49.68%     48.33%     22.93%  
                     06-1-2345   49.21%     50.98%     48.26%     25.70%  
                     0-1456-23   49.21%     49.68%     48.21%     21.21%  
                     04-13-256   49.21%     50.03%     48.07%     23.11%  
                     05-146-23   48.41%     50.07%     48.06%     22.57%  
                     014-2-356   63.49%     54.07%     47.96%     27.66%  
                     046-135-2   50.79%     49.36%     47.94%     22.41%  
                     0-156-234   48.41%     50.18%     47.90%     22.74%  
                     01-2356-4   64.29%     52.26%     47.78%     28.05%  
                     0-136-245   49.21%     49.13%     47.71%     22.19%  
                     06-15-234   48.41%     49.83%     47.68%     23.02%  
                     05-12-346   53.17%     58.17%     47.58%     26.23%  
                     05-16-234   47.62%     50.37%     47.51%     23.82%  
                     045-136-2   50.00%     49.09%     47.46%     22.94%  
                     024-15-36   52.38%     56.89%     47.46%     23.08%  
                     056-1-234   47.62%     50.00%     47.42%     24.17%  
                     01-24-356   58.73%     54.20%     47.42%     26.85%  
                     06-145-23   48.41%     48.84%     47.40%     20.47%  
                     015-236-4   65.87%     51.12%     47.37%     26.48%  
                     056-14-23   47.62%     49.20%     47.31%     21.78%  
                     0-13-2456   48.41%     48.82%     47.30%     21.60%  
                     0-1235-46   65.08%     53.14%     47.28%     25.06%  
                     01-2-3456   57.94%     53.33%     47.26%     27.47%  
                     0-13456-2   52.38%     47.53%     47.20%     19.67%  
                     0-1356-24   50.00%     48.17%     47.20%     20.59%  
                     04-135-26   50.00%     48.56%     47.02%     21.10%  
                     0146-25-3   65.08%     52.32%     47.00%     25.30%  
                     04-12-356   53.97%     56.00%     46.99%     25.54%  
                     025-14-36   51.59%     56.39%     46.99%     21.94%  
                     0-135-246   49.21%     48.05%     46.99%     20.22%  
                     0346-1-25   47.62%     49.40%     46.98%     23.89%  
                     0456-13-2   49.21%     48.64%     46.95%     22.25%  
                     05-1346-2   50.79%     47.73%     46.91%     20.55%  
                     0-134-256   49.21%     47.67%     46.74%     19.36%  
                     06-134-25   49.21%     47.57%     46.71%     19.37%  
                     05-136-24   48.41%     48.17%     46.70%     21.03%  
                     025-1-346   50.00%     55.65%     46.64%     24.19%  
                     014-256-3   64.29%     51.76%     46.40%     25.10%  
                     05-13-246   47.62%     47.99%     46.40%     20.56%  
                     016-235-4   62.70%     50.74%     46.36%     24.88%  
                     06-13-245   47.62%     47.77%     46.33%     20.33%  
                     01-2456-3   60.32%     52.18%     46.23%     25.12%  
                     046-125-3   58.73%     53.64%     46.20%     23.91%  
                     045-13-26   48.41%     47.91%     46.06%     21.01%  
                     0-124-356   55.56%     53.83%     46.05%     21.53%  
                     013-25-46   62.70%     51.22%     46.03%     21.11%  
                     015-246-3   62.70%     51.51%     46.00%     24.28%  
                     06-135-24   48.41%     46.87%     45.91%     18.83%  
                     01456-2-3   67.46%     50.69%     45.87%     23.30%  
                     05-123-46   60.32%     52.36%     45.85%     22.98%  
                     0346-15-2   47.62%     47.61%     45.75%     21.16%  
                     0156-23-4   64.29%     49.38%     45.74%     22.94%  
                     0-12-3456   51.59%     53.62%     45.71%     23.83%  
                     016-25-34   57.94%     50.72%     45.70%     23.68%  
                     03456-1-2   47.62%     47.71%     45.60%     22.58%  
                     04-1256-3   57.94%     53.02%     45.56%     21.74%  
                     06-1345-2   50.00%     45.84%     45.53%     16.97%  
                     01-256-34   57.94%     50.50%     45.51%     24.47%  
                     0-1345-26   50.00%     46.01%     45.51%     16.91%  
                     016-245-3   59.52%     51.46%     45.47%     23.05%  
                     056-13-24   46.83%     46.81%     45.41%     19.20%  
                     0135-2-46   65.87%     49.98%     45.35%     20.04%  
                     02-145-36   49.21%     54.55%     45.33%     18.20%  
                     01-23-456   59.52%     47.75%     45.29%     24.13%  
                     0145-26-3   66.67%     50.21%     45.24%     23.26%  
                     056-134-2   48.41%     45.96%     45.22%     17.79%  
                     0125-36-4   78.57%     57.57%     45.18%     25.71%  
                     0156-24-3   61.90%     50.65%     45.15%     21.90%  
                     02-15-346   47.62%     53.98%     45.15%     20.61%  
                     05-134-26   48.41%     46.14%     45.10%     17.69%  
                     034-16-25   45.24%     47.04%     44.92%     20.11%  
                     0156-2-34   60.32%     49.26%     44.80%     22.07%  
                     034-1-256   45.24%     46.78%     44.76%     20.41%  
                     0-12456-3   60.32%     51.01%     44.75%     18.09%  
                     0-12356-4   65.87%     48.59%     44.75%     22.04%  
                     024-1-356   50.00%     51.64%     44.67%     21.36%  
                     0146-2-35   62.70%     48.15%     44.62%     22.67%  
                     015-26-34   60.32%     49.12%     44.56%     22.99%  
                     01-246-35   57.94%     48.79%     44.54%     23.08%  
                     01-236-45   60.32%     45.66%     44.53%     23.38%  
                     036-14-25   45.24%     45.90%     44.53%     17.87%  
                     0456-12-3   54.76%     52.29%     44.32%     22.13%  
                     036-1-245   44.44%     46.27%     44.32%     19.48%  
                     014-235-6   69.84%     45.40%     44.30%     23.34%  
                     06-1245-3   59.52%     50.31%     44.09%     18.10%  
                     0-1256-34   54.76%     50.12%     44.07%     19.57%  
                     0356-1-24   44.44%     45.85%     44.01%     19.17%  
                     014-26-35   61.90%     47.66%     43.98%     22.42%  
                     046-12-35   53.17%     50.39%     43.93%     21.62%  
                     06-125-34   54.76%     49.77%     43.82%     20.50%  
                     014-236-5   67.46%     43.64%     43.78%     22.39%  
                     06-1235-4   64.29%     47.57%     43.74%     20.74%  
                     0345-16-2   45.24%     45.56%     43.73%     18.92%  
                     034-156-2   45.24%     45.24%     43.72%     17.41%  
                     045-126-3   53.97%     51.76%     43.70%     20.16%  
                     016-24-35   57.14%     47.93%     43.67%     20.88%  
                     036-15-24   44.44%     45.13%     43.65%     17.20%  
                     0356-14-2   45.24%     44.84%     43.65%     17.11%  
                     025-13-46   52.38%     48.84%     43.61%     17.72%  
                     05-1246-3   56.35%     50.53%     43.56%     17.54%  
                     02456-1-3   53.97%     49.42%     43.56%     19.90%  
                     0345-1-26   45.24%     45.37%     43.53%     19.18%  
                     03-146-25   44.44%     44.65%     43.52%     16.14%  
                     0136-25-4   63.49%     46.69%     43.52%     18.07%  
                     01-2346-5   64.29%     44.23%     43.50%     22.88%  
                     034-15-26   45.24%     45.06%     43.48%     17.62%  
                     0145-23-6   71.43%     43.87%     43.46%     21.20%  
                     03-1-2456   43.65%     45.20%     43.44%     18.19%  
                     035-1-246   43.65%     45.11%     43.44%     18.19%  
                     05-1236-4   61.11%     47.85%     43.37%     20.03%  
                     0235-1-46   53.17%     48.88%     43.29%     18.64%  
                     04-126-35   52.38%     49.79%     43.29%     19.58%  
                     016-2-345   55.56%     46.46%     43.28%     20.80%  
                     036-145-2   45.24%     43.94%     43.12%     14.99%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     0125-3-46   77.78%     53.68%     43.11%     23.03%  
                     01-26-345   55.56%     46.31%     43.04%     21.54%  
                     0245-16-3   53.17%     49.05%     43.03%     18.90%  
                     056-124-3   55.56%     49.80%     42.97%     17.41%  
                     02-1-3456   45.24%     49.61%     42.91%     19.32%  
                     03-15-246   43.65%     44.19%     42.89%     16.04%  
                     016-23-45   58.73%     43.93%     42.89%     20.02%  
                     015-234-6   67.46%     43.97%     42.86%     21.09%  
                     035-146-2   44.44%     43.79%     42.83%     15.55%  
                     01356-2-4   66.67%     45.41%     42.79%     16.87%  
                     0-1246-35   54.76%     47.96%     42.78%     16.53%  
                     0-123-456   57.94%     45.63%     42.76%     19.06%  
                     03-14-256   43.65%     43.89%     42.71%     15.30%  
                     02-14-356   46.83%     49.47%     42.70%     16.64%  
                     03-16-245   42.86%     44.51%     42.66%     16.61%  
                     014-23-56   65.87%     42.15%     42.62%     20.68%  
                     0246-15-3   51.59%     48.22%     42.60%     16.86%  
                     05-126-34   50.79%     49.45%     42.59%     18.43%  
                     0146-23-5   66.67%     42.25%     42.55%     20.02%  
                     035-16-24   42.86%     44.30%     42.54%     16.48%  
                     013-256-4   61.90%     45.76%     42.51%     16.78%  
                     04-1235-6   68.25%     44.19%     42.49%     19.92%  
                     056-12-34   50.79%     49.07%     42.43%     19.26%  
                     056-123-4   59.52%     46.78%     42.41%     18.70%  
                     02-135-46   50.79%     47.41%     42.35%     14.92%  
                     025-146-3   50.79%     47.80%     42.22%     15.76%  
                     03-125-46   54.76%     48.43%     42.18%     17.64%  
                     03-1456-2   44.44%     42.66%     42.09%     13.17%  
                     06-124-35   53.97%     47.24%     42.09%     16.36%  
                     024-156-3   50.79%     47.78%     42.07%     15.81%  
                     03-156-24   42.86%     43.36%     42.03%     14.37%  
                     035-14-26   43.65%     43.10%     41.97%     14.67%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     0135-26-4   65.08%     44.58%     41.79%     15.66%  
                     023-15-46   50.00%     47.09%     41.77%     14.59%  
                     0-126-345   49.21%     46.80%     41.76%     17.17%  
                     0256-1-34   47.62%     46.78%     41.63%     16.93%  
                     0256-14-3   50.00%     47.16%     41.61%     14.69%  
                     035-12-46   51.59%     48.48%     41.59%     17.39%  
                     025-16-34   47.62%     46.92%     41.58%     16.86%  
                     06-12-345   49.21%     46.42%     41.50%     17.96%  
                     012-36-45   69.84%     51.47%     41.50%     18.81%  
                     0246-1-35   49.21%     45.83%     41.46%     16.97%  
                     025-136-4   53.17%     44.63%     41.45%     15.26%  
                     013-2-456   59.52%     42.89%     41.35%     15.57%  
                     016-234-5   61.90%     41.83%     41.34%     18.55%  
                     03-145-26   43.65%     42.00%     41.26%     12.36%  
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     012-356-4   70.63%     51.34%     41.22%     18.89%  
                     0-1236-45   58.73%     42.55%     41.22%     17.12%  
                     0124-36-5   79.37%     49.57%     41.09%     18.13%  
                     04-1236-5   62.70%     42.17%     41.06%     17.67%  
                     02356-1-4   53.97%     44.57%     40.94%     16.05%  
                     046-123-5   61.90%     42.08%     40.89%     17.54%  
                     024-16-35   48.41%     45.41%     40.89%     15.87%  
                     0134-25-6   69.84%     40.76%     40.80%     14.54%  
                     012-35-46   69.84%     50.32%     40.80%     18.04%  
                     04-123-56   61.11%     41.68%     40.68%     17.15%  
                     045-123-6   63.49%     42.81%     40.68%     17.42%  
                     02-1456-3   48.41%     45.92%     40.52%     11.95%  
                     036-125-4   55.56%     44.98%     40.48%     15.88%  
                     0-12346-5   65.87%     40.35%     40.37%     15.16%  
                     0256-13-4   51.59%     43.50%     40.30%     13.15%  
                     06-123-45   57.14%     41.48%     40.15%     15.75%  
                     026-15-34   45.24%     45.16%     40.15%     13.44%  
                     02-156-34   45.24%     45.24%     40.12%     13.32%  
                     02-1356-4   51.59%     43.14%     40.10%     12.37%  
                     05-1234-6   65.87%     41.29%     40.05%     14.19%  
                     026-145-3   47.62%     45.35%     39.96%     11.05%  
                     0235-16-4   52.38%     43.67%     39.94%     14.01%  
                     01345-2-6   73.02%     39.34%     39.91%     12.84%  
                     01256-3-4   76.98%     48.45%     39.85%     14.25%  
                     0136-2-45   60.32%     39.79%     39.77%     13.55%  
                     0356-12-4   52.38%     44.83%     39.71%     15.45%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     02-146-35   46.03%     43.75%     39.58%     12.29%  
                     013-245-6   64.29%     40.11%     39.52%     13.18%  
                     0236-15-4   50.79%     42.87%     39.52%     12.07%  
                     012-346-5   71.43%     47.82%     39.49%     17.21%  
                     01346-2-5   69.05%     38.19%     39.47%     13.94%  
                     0135-24-6   67.46%     39.51%     39.42%     12.57%  
                     026-135-4   50.00%     42.11%     39.06%     10.45%  
                     06-1234-5   63.49%     38.98%     38.99%     12.64%  
                     026-14-35   45.24%     43.15%     38.99%     11.32%  
                     026-1-345   42.86%     42.68%     38.96%     13.30%  
                     02-16-345   42.86%     42.78%     38.90%     13.14%  
                     03-1256-4   53.97%     43.22%     38.89%     12.39%  
                     0134-2-56   66.67%     37.43%     38.84%     12.23%  
                     0245-13-6   57.94%     39.12%     38.78%     12.46%  
                     013-26-45   58.73%     38.92%     38.73%     12.21%  
                     02-13-456   46.83%     40.62%     38.67%     11.33%  
                     013-246-5   61.90%     38.03%     38.53%     11.87%  
                     012-3-456   69.05%     46.15%     38.50%     15.12%  
                     0136-24-5   62.70%     37.89%     38.48%     11.75%  
                     023-156-4   49.21%     41.86%     38.45%     9.99%   
                     02345-1-6   59.52%     39.20%     38.45%     13.82%  
                     023-1-456   46.83%     40.54%     38.33%     11.78%  
                     035-126-4   50.79%     43.29%     38.31%     12.28%  
                     013-24-56   61.11%     37.42%     38.14%     11.33%  
                     0134-26-5   66.67%     37.03%     38.13%     11.32%  
                     024-135-6   56.35%     38.10%     38.02%     10.10%  
                     034-125-6   58.73%     39.85%     37.94%     13.21%  
                     01245-3-6   86.51%     43.06%     37.82%     17.10%  
                     024-136-5   53.97%     37.10%     37.75%     10.76%  
                     0346-12-5   54.76%     39.58%     37.64%     13.85%  
                     03-12-456   48.41%     41.01%     37.60%     12.44%  
                     02346-1-5   55.56%     37.43%     37.56%     12.44%  
                     0126-35-4   69.05%     45.10%     37.54%     10.40%  
                     025-134-6   55.56%     37.53%     37.48%     8.83%   
                     02-136-45   47.62%     37.84%     37.45%     9.89%   
                     0234-15-6   56.35%     37.79%     37.36%     10.05%  
                     0246-13-5   53.17%     36.53%     37.13%     9.68%   
                     024-13-56   52.38%     36.31%     37.06%     9.74%   
                     0236-1-45   47.62%     37.75%     37.01%     10.28%  
                     0235-14-6   55.56%     37.40%     37.00%     9.11%   
                     0345-12-6   55.56%     39.28%     36.85%     12.36%  
                     036-12-45   49.21%     38.99%     36.84%     11.69%  
                     0125-34-6   77.78%     41.83%     36.83%     15.73%  
                     0234-1-56   53.17%     36.24%     36.63%     10.47%  
                     02-1346-5   52.38%     35.51%     36.36%     7.62%   
                     026-13-45   46.03%     36.75%     36.31%     7.88%   
                     0123-46-5   78.57%     40.73%     36.28%     6.30%   
                     0126-3-45   68.25%     42.36%     36.17%     8.50%   
                     03-1245-6   59.52%     37.13%     36.17%     7.94%   
                     0124-3-56   77.78%     40.68%     36.16%     11.99%  
                     0234-16-5   53.17%     36.03%     36.13%     9.30%   
                     034-12-56   52.38%     37.42%     36.08%     11.23%  
                     01246-3-5   78.57%     40.73%     36.06%     8.51%   
                     02-1345-6   53.97%     35.92%     36.04%     5.59%   
                     023-16-45   46.03%     36.76%     35.91%     8.16%   
                     035-124-6   56.35%     37.35%     35.85%     8.24%   
                     0124-35-6   78.57%     39.85%     35.74%     11.68%  
                     036-124-5   54.76%     36.43%     35.74%     8.22%   
                     034-126-5   52.38%     37.23%     35.65%     9.59%   
                     01235-4-6   87.30%     38.36%     35.35%     9.03%   
                     0236-14-5   50.79%     34.84%     35.35%     6.43%   
                     023-145-6   52.38%     35.43%     35.31%     4.90%   
                     02-134-56   50.00%     34.31%     35.26%     5.68%   
                     03-126-45   47.62%     37.25%     35.25%     8.34%   
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     023-146-5   50.00%     34.36%     34.90%     5.44%   
                     026-134-5   50.00%     34.01%     34.82%     4.67%   
                     023-14-56   49.21%     34.06%     34.75%     5.47%   
                     03-1246-5   53.97%     35.04%     34.58%     5.83%   
                     03-124-56   53.17%     34.88%     34.58%     6.51%   
                     0126-34-5   69.05%     39.08%     34.53%     6.88%   
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     01236-4-5   79.37%     36.06%     33.63%     1.22%   
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                     014-25-36   65.87%     61.11%     51.99%     32.11%  
                     01-25-346   60.32%     59.48%     50.73%     31.49%  
                     01-245-36   61.11%     60.59%     50.87%     30.85%  
                     04-1-2356   51.59%     55.08%     51.66%     30.46%  
                     0145-2-36   68.25%     59.50%     50.88%     30.31%  
                     015-2-346   62.70%     58.04%     49.82%     30.07%  
                     01-235-46   63.49%     55.99%     49.69%     30.01%  
                     015-24-36   63.49%     59.80%     50.54%     29.88%  
                     04-125-36   59.52%     62.13%     50.92%     29.66%  
                     046-1-235   50.79%     54.22%     50.93%     29.34%  
                     0-1-23456   51.59%     53.48%     50.39%     29.05%  
                     045-1-236   50.00%     53.19%     50.20%     28.28%  
                     015-23-46   65.08%     54.64%     49.05%     28.24%  
                     01-2356-4   64.29%     52.26%     47.78%     28.05%  
                     045-12-36   55.56%     60.85%     49.06%     27.95%  
                     04-16-235   50.00%     53.60%     50.21%     27.78%  
                     05-1-2346   50.00%     52.73%     49.70%     27.66%  
                     014-2-356   63.49%     54.07%     47.96%     27.66%  
                     04-15-236   50.79%     53.60%     50.93%     27.59%  
                     0-125-346   57.14%     58.86%     49.07%     27.51%  
                     01-2-3456   57.94%     53.33%     47.26%     27.47%  
                     0456-1-23   49.21%     52.04%     49.22%     26.89%  
                     01-24-356   58.73%     54.20%     47.42%     26.85%  
                     0-15-2346   50.79%     52.55%     50.05%     26.54%  
                     015-236-4   65.87%     51.12%     47.37%     26.48%  
                     046-15-23   50.00%     52.52%     49.97%     26.27%  
                     05-12-346   53.17%     58.17%     47.58%     26.23%  
                     0245-1-36   54.76%     58.15%     48.46%     26.21%  
                     0-14-2356   50.79%     52.56%     50.16%     26.07%  
                     0125-36-4   78.57%     57.57%     45.18%     25.71%  
                     06-1-2345   49.21%     50.98%     48.26%     25.70%  
                     04-12-356   53.97%     56.00%     46.99%     25.54%  
                     045-16-23   48.41%     51.50%     48.53%     25.40%  
                     0-16-2345   49.21%     51.35%     48.44%     25.39%  
                     0146-25-3   65.08%     52.32%     47.00%     25.30%  
                     01-2456-3   60.32%     52.18%     46.23%     25.12%  
                     014-256-3   64.29%     51.76%     46.40%     25.10%  
                     0-1245-36   61.11%     59.78%     49.71%     25.10%  
                     0-1235-46   65.08%     53.14%     47.28%     25.06%  
                     04-136-25   50.79%     51.28%     49.43%     24.98%  
