                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0245-13-6   45.20%     38.38%     37.82%     8.41%   
                     03-125-46   42.77%     38.37%     36.28%     6.56%   
                     046-125-3   46.22%     38.36%     36.07%     6.52%   
                     0236-1-45   40.85%     38.36%     35.91%     5.65%   
                     036-1-245   38.03%     38.36%     37.51%     8.30%   
                     034-16-25   37.00%     38.35%     36.23%     7.99%   
                     0156-23-4   53.14%     38.33%     37.10%     7.97%   
                     0126-35-4   56.98%     38.30%     35.19%     6.55%   
                     034-126-5   44.69%     38.28%     34.49%     6.39%   
                     0345-12-6   40.97%     38.25%     35.27%     8.00%   
                     05-126-34   43.15%     38.24%     34.39%     6.45%   
                     0246-13-5   45.84%     38.23%     37.08%     6.46%   
                     0356-1-24   38.80%     38.17%     37.29%     7.84%   
                     056-13-24   38.03%     38.14%     37.64%     7.32%   
                     024-156-3   45.84%     38.10%     36.70%     6.67%   
                     05-1346-2   45.71%     38.10%     36.52%     6.24%   
                     014-26-35   41.49%     38.09%     36.40%     6.44%   
                     05-1234-6   49.94%     38.07%     36.51%     5.97%   
                     0136-25-4   52.50%     38.05%     36.80%     7.79%   
                     0135-24-6   49.55%     38.03%     38.09%     7.59%   
                     01346-2-5   58.77%     38.01%     36.94%     6.77%   
                     013-256-4   47.12%     38.00%     36.72%     7.36%   
                     015-236-4   47.25%     37.99%     36.72%     7.33%   
                     01236-4-5   68.12%     37.96%     35.44%     6.26%   
                     01234-5-6   64.53%     37.96%     37.03%     6.64%   
                     014-256-3   46.48%     37.94%     37.04%     6.71%   
                     02-135-46   39.82%     37.90%     37.34%     5.97%   
                     0126-34-5   56.34%     37.86%     35.09%     6.17%   
                     024-15-36   38.92%     37.83%     37.17%     6.47%   
                     023-15-46   38.28%     37.81%     37.00%     5.87%   
                     0145-23-6   49.04%     37.79%     37.89%     7.04%   
                     02-15-346   36.88%     37.77%     36.71%     6.08%   
                     03-156-24   40.85%     37.76%     36.49%     6.51%   
                     034-1-256   36.49%     37.75%     35.68%     7.06%   
                     0125-36-4   55.95%     37.71%     36.12%     6.76%   
                     0345-1-26   35.72%     37.70%     34.87%     6.93%   
                     02-146-35   40.33%     37.68%     36.15%     5.37%   
                     046-135-2   40.72%     37.66%     36.69%     6.35%   
                     026-13-45   37.77%     37.66%     35.35%     4.37%   
                     03-1246-5   51.86%     37.65%     35.12%     4.89%   
                     026-1-345   35.98%     37.55%     35.03%     5.30%   
                     0134-2-56   46.73%     37.54%     37.25%     6.32%   
                     0-1345-26   42.38%     37.48%     35.36%     2.66%   
                     06-15-234   37.77%     37.47%     36.83%     6.13%   
                     0235-16-4   45.20%     37.47%     35.47%     6.49%   
                     01456-2-3   60.05%     37.45%     36.50%     6.78%   
                     0145-2-36   47.50%     37.43%     37.15%     6.41%   
                     056-123-4   46.35%     37.38%     35.29%     6.56%   
                     02-1346-5   47.38%     37.38%     36.34%     4.84%   
                     023-146-5   43.79%     37.35%     36.10%     4.81%   
                     025-136-4   45.58%     37.30%     35.75%     6.13%   
                     06-124-35   41.49%     37.28%     35.33%     4.47%   
                     06-1234-5   50.06%     37.24%     35.92%     4.58%   
                     05-14-236   36.75%     37.18%     35.48%     4.49%   
                     025-16-34   39.18%     37.18%     35.33%     6.29%   
                     03-124-56   41.49%     37.17%     35.52%     4.83%   
                     024-135-6   43.15%     37.15%     36.91%     5.78%   
                     01245-3-6   65.30%     37.13%     36.32%     5.60%   
                     0134-25-6   47.76%     37.12%     37.21%     5.88%   
                     034-156-2   40.20%     37.09%     35.06%     5.87%   
                     0156-2-34   50.19%     37.09%     35.71%     6.73%   
                     03-146-25   39.82%     37.04%     35.89%     5.31%   
                     03-15-246   37.90%     37.02%     35.81%     5.49%   
                     056-12-34   38.41%     36.98%     34.37%     5.98%   
                     035-126-4   44.94%     36.96%     33.31%     5.12%   
                     06-135-24   39.18%     36.93%     36.74%     5.22%   
                     01256-3-4   68.25%     36.89%     34.45%     3.48%   
                     01356-2-4   59.67%     36.88%     35.52%     5.94%   
                     01235-4-6   65.56%     36.87%     35.62%     6.16%   
                     0134-26-5   46.99%     36.87%     35.47%     4.16%   
                     025-146-3   44.43%     36.87%     35.72%     4.55%   
                     0356-12-4   42.89%     36.85%     34.08%     5.53%   
                     034-125-6   43.02%     36.84%     34.66%     5.15%   
                     0125-34-6   54.55%     36.83%     35.47%     6.14%   
                     0234-15-6   42.89%     36.79%     36.20%     5.48%   
                     015-26-34   41.61%     36.70%     35.08%     5.53%   
                     02356-1-4   49.55%     36.68%     35.02%     4.48%   
                     056-124-3   44.56%     36.68%     34.95%     3.91%   
                     035-146-2   39.82%     36.68%     35.14%     5.07%   
                     0346-15-2   38.92%     36.67%     35.46%     5.31%   
                     0246-15-3   45.07%     36.66%     35.51%     4.25%   
                     02-1356-4   48.66%     36.66%     35.30%     4.95%   
                     02-14-356   35.85%     36.61%     35.85%     4.24%   
                     06-1235-4   51.47%     36.52%     34.86%     4.98%   
                     02-1456-3   47.76%     36.50%     35.58%     3.78%   
                     06-14-235   36.88%     36.47%     35.98%     4.50%   
                     023-156-4   44.43%     36.45%     34.83%     4.35%   
                     036-124-5   43.41%     36.43%     34.72%     3.26%   
                     03-1256-4   52.11%     36.43%     33.45%     3.67%   
                     035-124-6   42.51%     36.39%     34.73%     4.15%   
                     056-14-23   35.98%     36.36%     35.82%     4.19%   
                     0145-26-3   48.02%     36.34%     35.05%     3.98%   
                     02-156-34   40.33%     36.33%     34.78%     4.52%   
                     036-15-24   36.11%     36.33%     35.85%     4.46%   
                     03-1456-2   45.20%     36.27%     35.13%     4.20%   
                     0135-26-4   48.40%     36.16%     34.49%     4.21%   
                     0256-1-34   40.85%     36.11%     34.50%     3.96%   
                     06-1245-3   49.94%     36.09%     34.86%     2.61%   
                     01345-2-6   54.16%     36.08%     35.99%     4.05%   
                     03-1245-6   48.91%     35.97%     34.82%     3.01%   
                     06-125-34   41.61%     35.97%     33.96%     3.82%   
                     023-14-56   36.62%     35.96%     35.48%     3.28%   
                     05-134-26   36.11%     35.95%     34.09%     2.23%   
                     0256-13-4   44.56%     35.94%     34.56%     2.99%   
                     025-14-36   37.00%     35.91%     35.43%     3.29%   
                     02-134-56   37.52%     35.90%     35.69%     2.98%   
                     034-15-26   33.80%     35.73%     33.43%     3.23%   
                     06-145-23   37.39%     35.64%     35.53%     2.81%   
                     036-125-4   44.17%     35.56%     33.46%     2.99%   
                     02-145-36   37.39%     35.40%     35.20%     2.17%   
                     06-134-25   37.00%     35.37%     35.23%     2.57%   
                     0235-14-6   41.61%     35.31%     34.91%     2.87%   
                     03-14-256   35.85%     35.23%     33.96%     2.36%   
                     056-134-2   38.03%     35.18%     34.68%     2.48%   
                     0236-14-5   41.74%     35.10%     33.89%     0.43%   
                     025-134-6   40.59%     35.08%     35.03%     2.20%   
                     026-14-35   35.60%     35.01%     33.37%     0.50%   
                     0356-14-2   37.52%     34.99%     34.13%     2.51%   
                     036-14-25   34.57%     34.91%     34.48%     2.21%   
                     0236-15-4   42.89%     34.89%     33.39%     1.02%   
                     02-1345-6   42.89%     34.77%     34.88%     1.29%   
                     06-1345-2   41.36%     34.66%     34.47%     1.31%   
                     023-145-6   40.08%     34.63%     34.59%     1.38%   
                     026-134-5   39.95%     34.62%     33.52%     -0.35%  
                     035-14-26   32.91%     34.62%     32.75%     1.38%   
                     0256-14-3   42.64%     34.60%     33.50%     0.19%   
                     026-135-4   41.74%     34.55%     33.15%     0.63%   
                     026-15-34   36.11%     34.35%     32.76%     0.71%   
                     03-145-26   35.34%     34.07%     32.65%     0.16%   
                     036-145-2   37.00%     34.00%     33.63%     0.75%   
                     026-145-3   40.08%     33.69%     32.71%     -1.44%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01-23-456   43.66%     43.15%     42.40%     14.93%  
                     01-235-46   44.43%     42.62%     42.18%     14.24%  
                     01-234-56   43.66%     41.76%     41.52%     13.28%  
                     01-245-36   44.05%     41.76%     41.51%     13.38%  
                     01-24-356   42.77%     41.79%     41.45%     13.23%  
                     01-2345-6   48.78%     41.58%     41.25%     13.99%  
                     01-2346-5   50.06%     41.83%     40.95%     13.27%  
                     01-25-346   42.25%     41.54%     40.94%     12.81%  
                     01-2-3456   45.33%     42.06%     40.85%     14.16%  
                     0-1-23456   51.73%     43.06%     40.66%     14.71%  
                     01-2456-3   50.96%     41.34%     40.57%     13.13%  
                     0-123-456   47.76%     43.57%     40.36%     13.08%  
                     0-136-245   46.35%     42.55%     40.33%     11.99%  
                     01-246-35   43.79%     41.43%     40.30%     12.27%  
                     0-16-2345   46.09%     43.14%     40.30%     13.38%  
                     015-23-46   44.81%     40.68%     40.27%     10.93%  
                     0-13-2456   46.61%     42.09%     40.12%     11.70%  
                     013-25-46   44.43%     40.48%     40.06%     10.79%  
                     013-24-56   44.30%     40.04%     39.91%     10.45%  
                     013-2-456   45.58%     40.93%     39.88%     11.70%  
                     01-236-45   43.15%     41.73%     39.76%     11.96%  
                     013-245-6   47.50%     39.89%     39.74%     10.76%  
                     016-234-5   49.55%     40.87%     39.59%     11.47%  
                     0-1235-46   52.75%     42.07%     39.55%     10.49%  
                     014-23-56   43.53%     39.56%     39.47%     9.46%   
                     0-1356-24   49.30%     41.24%     39.39%     9.70%   
                     016-23-45   46.09%     41.45%     39.36%     11.76%  
                     0-156-234   45.20%     41.65%     39.35%     10.12%  
                     015-24-36   44.17%     39.46%     39.33%     9.54%   
                     0-12-3456   44.43%     43.32%     39.29%     12.96%  
                     016-245-3   50.19%     40.44%     39.26%     11.29%  
                     0-146-235   44.81%     41.34%     39.26%     9.54%   
                     016-24-35   45.97%     40.57%     39.20%     11.01%  
                     015-234-6   46.99%     39.32%     39.17%     9.76%   
                     046-1-235   39.69%     40.38%     39.08%     10.96%  
                     013-246-5   48.02%     40.00%     39.07%     9.90%   
                     01-2356-4   49.81%     40.17%     39.06%     11.31%  
                     014-235-6   46.48%     39.05%     39.02%     9.24%   
                     012-3-456   51.60%     41.14%     39.01%     11.84%  
                     012-35-46   48.40%     41.10%     39.00%     11.40%  
                     0456-1-23   40.97%     40.41%     38.94%     11.33%  
                     0-15-2346   44.94%     41.01%     38.93%     9.63%   
                     04-16-235   40.72%     42.00%     38.92%     11.67%  
                     0123-46-5   56.85%     40.51%     38.90%     10.60%  
                     0-1456-23   48.27%     40.65%     38.90%     8.21%   
                     024-1-356   39.56%     39.90%     38.76%     10.17%  
                     0146-23-5   52.88%     39.67%     38.76%     9.41%   
                     014-25-36   43.02%     38.78%     38.68%     8.41%   
                     05-1-2346   42.77%     40.55%     38.68%     11.03%  
                     0136-24-5   52.88%     39.68%     38.67%     9.45%   
                     012-346-5   50.45%     40.74%     38.66%     11.05%  
                     015-2-346   44.56%     39.51%     38.64%     9.72%   
                     02-13-456   38.80%     39.74%     38.63%     9.07%   
                     023-1-456   39.18%     40.03%     38.61%     9.87%   
                     04-1-2356   42.89%     41.43%     38.59%     11.25%  
                     0-1234-56   50.83%     40.72%     38.59%     8.09%   
                     0-135-246   43.66%     40.37%     38.58%     8.18%   
                     0-1346-25   47.63%     40.33%     38.56%     7.93%   
                     05-123-46   44.69%     40.89%     38.50%     10.48%  
                     014-2-356   43.92%     39.08%     38.49%     9.01%   
                     05-16-234   40.08%     40.67%     38.48%     10.55%  
                     0-125-346   45.58%     41.59%     38.42%     9.36%   
                     024-13-56   39.95%     38.97%     38.42%     8.40%   
                     05-136-24   42.25%     40.05%     38.41%     9.55%   
                     0245-1-36   42.89%     39.43%     38.41%     10.00%  
                     02-1-3456   39.69%     40.06%     38.41%     10.51%  
                     06-1-2345   41.61%     39.47%     38.40%     10.36%  
                     045-16-23   39.05%     41.23%     38.37%     11.23%  
                     04-136-25   42.25%     40.97%     38.35%     10.06%  
                     0-124-356   44.94%     41.08%     38.31%     8.39%   
                     04-123-56   44.56%     41.36%     38.28%     10.65%  
                     0135-2-46   48.66%     38.89%     38.28%     8.37%   
                     0-12346-5   63.89%     41.28%     38.28%     9.03%   
                     0235-1-46   42.00%     39.35%     38.26%     8.98%   
                     0-1236-45   53.91%     42.72%     38.24%     11.13%  
                     016-235-4   49.81%     39.66%     38.23%     10.43%  
                     012-36-45   47.89%     40.77%     38.23%     10.75%  
                     025-13-46   39.69%     38.89%     38.19%     7.81%   
                     015-246-3   48.14%     38.99%     38.18%     8.71%   
                     04-156-23   42.00%     40.83%     38.16%     9.34%   
                     046-13-25   38.54%     39.06%     38.15%     8.54%   
                     0135-24-6   49.55%     38.03%     38.09%     7.59%   
                     06-13-245   39.18%     38.60%     38.07%     8.16%   
                     056-1-234   38.54%     39.04%     38.06%     9.13%   
                     0234-1-56   41.61%     38.97%     38.03%     9.00%   
                     05-13-246   39.56%     39.53%     38.00%     8.68%   
                     024-136-5   46.35%     39.44%     38.00%     8.72%   
                     014-236-5   46.48%     38.94%     37.94%     7.86%   
                     0145-23-6   49.04%     37.79%     37.89%     7.04%   
                     025-1-346   38.67%     39.14%     37.89%     8.82%   
                     0-12345-6   60.18%     39.62%     37.87%     6.65%   
                     0156-24-3   53.27%     38.75%     37.86%     8.30%   
                     01-26-345   39.44%     40.17%     37.86%     10.12%  
                     0-1245-36   50.45%     40.00%     37.85%     6.40%   
                     0-13456-2   54.93%     39.70%     37.85%     7.19%   
                     01-256-34   42.25%     38.98%     37.84%     9.36%   
                     0245-13-6   45.20%     38.38%     37.82%     8.41%   
                     0125-3-46   56.72%     39.35%     37.82%     8.49%   
                     04-12-356   39.95%     41.73%     37.78%     10.85%  
                     0124-36-5   55.57%     38.97%     37.75%     8.01%   
                     016-2-345   45.07%     39.94%     37.71%     10.48%  
                     046-15-23   38.03%     38.70%     37.69%     7.66%   
                     03-1-2456   42.77%     39.11%     37.69%     9.90%   
                     024-16-35   40.59%     39.76%     37.68%     9.27%   
                     046-123-5   47.25%     39.94%     37.66%     9.44%   
                     0146-25-3   52.62%     38.47%     37.66%     8.08%   
                     056-13-24   38.03%     38.14%     37.64%     7.32%   
                     05-146-23   40.97%     39.19%     37.62%     7.63%   
                     045-1-236   38.28%     40.43%     37.61%     10.12%  
                     0456-13-2   41.74%     39.00%     37.61%     9.12%   
                     0-1246-35   52.62%     41.24%     37.60%     8.04%   
                     0123-45-6   55.57%     39.74%     37.57%     9.71%   
                     02345-1-6   48.78%     38.55%     37.56%     9.59%   
                     0-14-2356   43.53%     39.57%     37.55%     7.09%   
                     0136-2-45   50.70%     39.76%     37.54%     9.33%   
                     03-16-245   39.82%     39.28%     37.53%     9.38%   
                     036-1-245   38.03%     38.36%     37.51%     8.30%   
                     0146-2-35   50.58%     38.87%     37.47%     8.55%   
                     04-13-256   39.05%     40.07%     37.45%     8.32%   
                     0124-3-56   55.83%     38.54%     37.43%     7.73%   
                     045-136-2   42.51%     40.11%     37.40%     9.83%   
                     05-12-346   39.44%     40.56%     37.34%     9.92%   
                     02-135-46   39.82%     37.90%     37.34%     5.97%   
                     0245-16-3   46.86%     39.19%     37.31%     9.24%   
                     012-345-6   48.40%     39.61%     37.31%     10.09%  
                     0-12456-3   64.02%     40.21%     37.30%     6.72%   
                     012-356-4   50.58%     39.36%     37.30%     9.81%   
                     0356-1-24   38.80%     38.17%     37.29%     7.84%   
                     045-123-6   45.84%     40.09%     37.28%     9.99%   
                     04-1356-2   47.38%     39.91%     37.28%     8.52%   
                     04-1236-5   54.16%     41.32%     37.27%     10.07%  
                     04-1235-6   51.73%     39.89%     37.26%     8.54%   
                     0134-2-56   46.73%     37.54%     37.25%     6.32%   
                     0234-16-5   45.33%     39.16%     37.25%     8.51%   
                     0346-1-25   38.67%     38.44%     37.25%     8.40%   
                     016-25-34   44.94%     38.51%     37.23%     8.97%   
                     0134-25-6   47.76%     37.12%     37.21%     5.88%   
                     0124-35-6   54.80%     38.53%     37.20%     7.77%   
                     024-15-36   38.92%     37.83%     37.17%     6.47%   
                     0145-2-36   47.50%     37.43%     37.15%     6.41%   
                     02346-1-5   50.19%     38.62%     37.14%     7.55%   
                     0246-1-35   42.77%     38.84%     37.11%     7.81%   
                     02-136-45   41.74%     39.41%     37.11%     8.03%   
                     0156-23-4   53.14%     38.33%     37.10%     7.97%   
                     02456-1-3   51.98%     38.50%     37.09%     8.44%   
                     0246-13-5   45.84%     38.23%     37.08%     6.46%   
                     03-12-456   39.69%     40.02%     37.07%     9.72%   
                     014-256-3   46.48%     37.94%     37.04%     6.71%   
                     01234-5-6   64.53%     37.96%     37.03%     6.64%   
                     045-12-36   39.31%     40.57%     37.02%     10.02%  
                     04-125-36   43.28%     40.22%     37.01%     8.00%   
                     023-15-46   38.28%     37.81%     37.00%     5.87%   
                     013-26-45   42.38%     39.46%     36.99%     8.17%   
                     03456-1-2   43.79%     38.67%     36.95%     9.56%   
                     01346-2-5   58.77%     38.01%     36.94%     6.77%   
                     035-16-24   37.64%     38.65%     36.91%     8.38%   
                     024-135-6   43.15%     37.15%     36.91%     5.78%   
                     0-126-345   45.20%     41.91%     36.90%     9.64%   
                     0123-4-56   56.34%     38.45%     36.89%     8.60%   
                     012-34-56   47.25%     38.59%     36.89%     9.02%   
                     046-12-35   39.95%     39.97%     36.85%     9.24%   
                     035-1-246   37.64%     38.43%     36.85%     8.33%   
                     06-15-234   37.77%     37.47%     36.83%     6.13%   
                     0-12356-4   64.79%     40.20%     36.82%     8.72%   
                     0136-25-4   52.50%     38.05%     36.80%     7.79%   
                     04-15-236   38.28%     39.51%     36.78%     7.26%   
                     06-135-24   39.18%     36.93%     36.74%     5.22%   
                     023-16-45   39.44%     39.41%     36.73%     8.01%   
                     015-236-4   47.25%     37.99%     36.72%     7.33%   
                     013-256-4   47.12%     38.00%     36.72%     7.36%   
                     02-15-346   36.88%     37.77%     36.71%     6.08%   
                     024-156-3   45.84%     38.10%     36.70%     6.67%   
                     046-135-2   40.72%     37.66%     36.69%     6.35%   
                     0-145-236   41.10%     38.51%     36.67%     4.72%   
                     0-134-256   40.97%     38.43%     36.59%     4.66%   
                     06-123-45   43.53%     39.28%     36.58%     8.20%   
                     05-1346-2   45.71%     38.10%     36.52%     6.24%   
                     05-1234-6   49.94%     38.07%     36.51%     5.97%   
                     0456-12-3   45.20%     39.51%     36.50%     9.35%   
                     01456-2-3   60.05%     37.45%     36.50%     6.78%   
                     035-12-46   38.54%     39.21%     36.50%     8.57%   
                     03-156-24   40.85%     37.76%     36.49%     6.51%   
                     05-124-36   42.13%     38.55%     36.47%     6.09%   
                     02-16-345   37.26%     39.02%     36.42%     8.14%   
                     014-26-35   41.49%     38.09%     36.40%     6.44%   
                     01246-3-5   68.37%     38.39%     36.36%     6.35%   
                     02-1346-5   47.38%     37.38%     36.34%     4.84%   
                     01245-3-6   65.30%     37.13%     36.32%     5.60%   
                     04-126-35   44.17%     41.22%     36.30%     9.00%   
                     03-125-46   42.77%     38.37%     36.28%     6.56%   
                     034-16-25   37.00%     38.35%     36.23%     7.99%   
                     0234-15-6   42.89%     36.79%     36.20%     5.48%   
                     02-146-35   40.33%     37.68%     36.15%     5.37%   
                     0125-36-4   55.95%     37.71%     36.12%     6.76%   
                     0126-3-45   57.23%     39.60%     36.11%     7.63%   
                     023-146-5   43.79%     37.35%     36.10%     4.81%   
                     046-125-3   46.22%     38.36%     36.07%     6.52%   
                     045-13-26   36.36%     38.97%     36.03%     7.35%   
                     01345-2-6   54.16%     36.08%     35.99%     4.05%   
                     06-14-235   36.88%     36.47%     35.98%     4.50%   
                     06-1234-5   50.06%     37.24%     35.92%     4.58%   
                     0346-12-5   43.15%     38.74%     35.92%     7.75%   
                     0236-1-45   40.85%     38.36%     35.91%     5.65%   
                     03-146-25   39.82%     37.04%     35.89%     5.31%   
                     04-1256-3   53.39%     39.92%     35.88%     6.83%   
                     0345-16-2   39.18%     38.55%     35.88%     8.60%   
                     02-14-356   35.85%     36.61%     35.85%     4.24%   
                     036-15-24   36.11%     36.33%     35.85%     4.46%   
                     0-1256-34   52.24%     39.57%     35.83%     6.44%   
                     056-14-23   35.98%     36.36%     35.82%     4.19%   
                     03-15-246   37.90%     37.02%     35.81%     5.49%   
                     025-136-4   45.58%     37.30%     35.75%     6.13%   
                     05-1246-3   52.75%     38.60%     35.75%     5.88%   
                     025-146-3   44.43%     36.87%     35.72%     4.55%   
                     0156-2-34   50.19%     37.09%     35.71%     6.73%   
                     02-134-56   37.52%     35.90%     35.69%     2.98%   
                     034-1-256   36.49%     37.75%     35.68%     7.06%   
                     034-12-56   37.77%     38.46%     35.67%     7.83%   
                     01235-4-6   65.56%     36.87%     35.62%     6.16%   
                     02-1456-3   47.76%     36.50%     35.58%     3.78%   
                     045-126-3   46.48%     39.96%     35.53%     8.30%   
                     06-145-23   37.39%     35.64%     35.53%     2.81%   
                     04-135-26   38.28%     38.43%     35.52%     5.39%   
                     01356-2-4   59.67%     36.88%     35.52%     5.94%   
                     03-124-56   41.49%     37.17%     35.52%     4.83%   
                     0246-15-3   45.07%     36.66%     35.51%     4.25%   
                     023-14-56   36.62%     35.96%     35.48%     3.28%   
                     05-14-236   36.75%     37.18%     35.48%     4.49%   
                     0134-26-5   46.99%     36.87%     35.47%     4.16%   
                     0125-34-6   54.55%     36.83%     35.47%     6.14%   
                     0235-16-4   45.20%     37.47%     35.47%     6.49%   
                     05-1236-4   53.78%     38.78%     35.46%     7.89%   
                     0346-15-2   38.92%     36.67%     35.46%     5.31%   
                     01236-4-5   68.12%     37.96%     35.44%     6.26%   
                     025-14-36   37.00%     35.91%     35.43%     3.29%   
                     06-12-345   37.52%     38.61%     35.40%     7.57%   
                     0-1345-26   42.38%     37.48%     35.36%     2.66%   
                     026-13-45   37.77%     37.66%     35.35%     4.37%   
                     025-16-34   39.18%     37.18%     35.33%     6.29%   
                     06-124-35   41.49%     37.28%     35.33%     4.47%   
                     02-1356-4   48.66%     36.66%     35.30%     4.95%   
                     056-123-4   46.35%     37.38%     35.29%     6.56%   
                     0345-12-6   40.97%     38.25%     35.27%     8.00%   
                     06-134-25   37.00%     35.37%     35.23%     2.57%   
                     02-145-36   37.39%     35.40%     35.20%     2.17%   
                     0126-35-4   56.98%     38.30%     35.19%     6.55%   
                     036-12-45   38.16%     38.48%     35.17%     6.79%   
                     035-146-2   39.82%     36.68%     35.14%     5.07%   
                     03-1456-2   45.20%     36.27%     35.13%     4.20%   
                     03-1246-5   51.86%     37.65%     35.12%     4.89%   
                     0126-34-5   56.34%     37.86%     35.09%     6.17%   
                     015-26-34   41.61%     36.70%     35.08%     5.53%   
                     034-156-2   40.20%     37.09%     35.06%     5.87%   
                     0145-26-3   48.02%     36.34%     35.05%     3.98%   
                     025-134-6   40.59%     35.08%     35.03%     2.20%   
                     026-1-345   35.98%     37.55%     35.03%     5.30%   
                     02356-1-4   49.55%     36.68%     35.02%     4.48%   
                     056-124-3   44.56%     36.68%     34.95%     3.91%   
                     0235-14-6   41.61%     35.31%     34.91%     2.87%   
                     02-1345-6   42.89%     34.77%     34.88%     1.29%   
                     0345-1-26   35.72%     37.70%     34.87%     6.93%   
                     06-1235-4   51.47%     36.52%     34.86%     4.98%   
                     06-1245-3   49.94%     36.09%     34.86%     2.61%   
                     023-156-4   44.43%     36.45%     34.83%     4.35%   
                     03-1245-6   48.91%     35.97%     34.82%     3.01%   
                     03-126-45   43.15%     39.03%     34.79%     6.92%   
                     02-156-34   40.33%     36.33%     34.78%     4.52%   
                     035-124-6   42.51%     36.39%     34.73%     4.15%   
                     036-124-5   43.41%     36.43%     34.72%     3.26%   
                     056-134-2   38.03%     35.18%     34.68%     2.48%   
                     034-125-6   43.02%     36.84%     34.66%     5.15%   
                     023-145-6   40.08%     34.63%     34.59%     1.38%   
                     0256-13-4   44.56%     35.94%     34.56%     2.99%   
                     0256-1-34   40.85%     36.11%     34.50%     3.96%   
                     034-126-5   44.69%     38.28%     34.49%     6.39%   
                     0135-26-4   48.40%     36.16%     34.49%     4.21%   
                     036-14-25   34.57%     34.91%     34.48%     2.21%   
                     06-1345-2   41.36%     34.66%     34.47%     1.31%   
                     01256-3-4   68.25%     36.89%     34.45%     3.48%   
                     05-126-34   43.15%     38.24%     34.39%     6.45%   
                     056-12-34   38.41%     36.98%     34.37%     5.98%   
                     0356-14-2   37.52%     34.99%     34.13%     2.51%   
                     05-134-26   36.11%     35.95%     34.09%     2.23%   
                     0356-12-4   42.89%     36.85%     34.08%     5.53%   
                     06-125-34   41.61%     35.97%     33.96%     3.82%   
                     03-14-256   35.85%     35.23%     33.96%     2.36%   
                     0236-14-5   41.74%     35.10%     33.89%     0.43%   
                     036-145-2   37.00%     34.00%     33.63%     0.75%   
                     026-134-5   39.95%     34.62%     33.52%     -0.35%  
                     0256-14-3   42.64%     34.60%     33.50%     0.19%   
                     036-125-4   44.17%     35.56%     33.46%     2.99%   
                     03-1256-4   52.11%     36.43%     33.45%     3.67%   
                     034-15-26   33.80%     35.73%     33.43%     3.23%   
                     0236-15-4   42.89%     34.89%     33.39%     1.02%   
                     026-14-35   35.60%     35.01%     33.37%     0.50%   
                     035-126-4   44.94%     36.96%     33.31%     5.12%   
                     026-135-4   41.74%     34.55%     33.15%     0.63%   
                     026-15-34   36.11%     34.35%     32.76%     0.71%   
                     035-14-26   32.91%     34.62%     32.75%     1.38%   
                     026-145-3   40.08%     33.69%     32.71%     -1.44%  
                     03-145-26   35.34%     34.07%     32.65%     0.16%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                     01-23-456   43.66%     43.15%     42.40%     14.93%  
                     0-1-23456   51.73%     43.06%     40.66%     14.71%  
                     01-235-46   44.43%     42.62%     42.18%     14.24%  
                     01-2-3456   45.33%     42.06%     40.85%     14.16%  
                     01-2345-6   48.78%     41.58%     41.25%     13.99%  
                     0-16-2345   46.09%     43.14%     40.30%     13.38%  
                     01-245-36   44.05%     41.76%     41.51%     13.38%  
                     01-234-56   43.66%     41.76%     41.52%     13.28%  
                     01-2346-5   50.06%     41.83%     40.95%     13.27%  
                     01-24-356   42.77%     41.79%     41.45%     13.23%  
                     01-2456-3   50.96%     41.34%     40.57%     13.13%  
                     0-123-456   47.76%     43.57%     40.36%     13.08%  
                     0-12-3456   44.43%     43.32%     39.29%     12.96%  
                     01-25-346   42.25%     41.54%     40.94%     12.81%  
                     01-246-35   43.79%     41.43%     40.30%     12.27%  
                     0-136-245   46.35%     42.55%     40.33%     11.99%  
                     01-236-45   43.15%     41.73%     39.76%     11.96%  
                     012-3-456   51.60%     41.14%     39.01%     11.84%  
                     016-23-45   46.09%     41.45%     39.36%     11.76%  
                     013-2-456   45.58%     40.93%     39.88%     11.70%  
                     0-13-2456   46.61%     42.09%     40.12%     11.70%  
                     04-16-235   40.72%     42.00%     38.92%     11.67%  
                     016-234-5   49.55%     40.87%     39.59%     11.47%  
                     012-35-46   48.40%     41.10%     39.00%     11.40%  
                     0456-1-23   40.97%     40.41%     38.94%     11.33%  
                     01-2356-4   49.81%     40.17%     39.06%     11.31%  
                     016-245-3   50.19%     40.44%     39.26%     11.29%  
                     04-1-2356   42.89%     41.43%     38.59%     11.25%  
                     045-16-23   39.05%     41.23%     38.37%     11.23%  
                     0-1236-45   53.91%     42.72%     38.24%     11.13%  
                     012-346-5   50.45%     40.74%     38.66%     11.05%  
                     05-1-2346   42.77%     40.55%     38.68%     11.03%  
                     016-24-35   45.97%     40.57%     39.20%     11.01%  
                     046-1-235   39.69%     40.38%     39.08%     10.96%  
                     015-23-46   44.81%     40.68%     40.27%     10.93%  
                     04-12-356   39.95%     41.73%     37.78%     10.85%  
                     013-25-46   44.43%     40.48%     40.06%     10.79%  
                     013-245-6   47.50%     39.89%     39.74%     10.76%  
                     012-36-45   47.89%     40.77%     38.23%     10.75%  
