character,character,gender,genre,k_means_cluster,role,status,word_count
1H4_Falstaff,1H4_Falstaff,m,history,0,fool,2,5510
1H4_HenryIV,1H4_HenryIV,m,history,3,other,0,2555
1H4_HenryV,1H4_HenryV,m,history,0,protag,1,4368
1H4_Hotspur,1H4_Hotspur,m,history,3,antag,1,4326
1H6_Talbot,1H6_Talbot,m,history,0,other,2,3109
2H4_Falstaff,2H4_Falstaff,m,history,3,fool,2,5477
2H4_HenryIV,2H4_HenryIV,m,history,3,other,0,2281
2H4_HenryV,2H4_HenryV,m,history,0,protag,1,2445
2H6_Cade,2H6_Cade,m,history,0,other,4,2142
2H6_Gloucester,2H6_Gloucester,m,history,0,other,1,2346
2H6_HenryVI,2H6_HenryVI,m,history,0,other,0,2480
2H6_QueenMargaret,2H6_QueenMargaret,f,history,0,other,0,2503
2H6_Suffolk,2H6_Suffolk,m,history,0,other,1,2306
2H6_York,2H6_York,m,history,0,other,1,2990
3H6_EdwardIV,3H6_EdwardIV,m,history,0,other,1,3483
3H6_HenryVI,3H6_HenryVI,m,history,4,other,0,2904
3H6_QueenMargaret,3H6_QueenMargaret,f,history,0,other,0,2246
3H6_RichardIII,3H6_RichardIII,m,history,0,other,1,3174
3H6_Warwick,3H6_Warwick,m,history,0,other,1,3414
AWW_Bertram,AWW_Bertram,m,comedy,2,antag,1,2033
AWW_Countess,AWW_Countess,f,comedy,1,other,1,2175
AWW_Helen,AWW_Helen,f,comedy,2,protag,p,3586
AWW_King,AWW_King,m,comedy,4,other,0,2831
AWW_Lafew,AWW_Lafew,m,comedy,1,other,1,2219
AWW_Parolles,AWW_Parolles,m,comedy,2,other,4,2995
AYL_Celia,AYL_Celia,f,comedy,0,other,1,2106
AYL_Orlando,AYL_Orlando,m,comedy,2,other,2,2370
AYL_Rosalind,AYL_Rosalind,f,comedy,1,protag,1,5697
AYL_Touchstone,AYL_Touchstone,m,comedy,0,other,p,2374
Ado_Beatrice,Ado_Beatrice,f,comedy,2,protag,1,2359
Ado_Benedick,Ado_Benedick,m,comedy,4,other,1,3761
Ado_Claudio,Ado_Claudio,m,comedy,2,other,1,2012
Ado_DonPedro,Ado_DonPedro,m,comedy,3,other,0,2461
Ado_Leonato,Ado_Leonato,m,comedy,4,other,1,2642
Ant_Antony,Ant_Antony,m,tragedy,4,protag,0,5998
Ant_Cleopatra,Ant_Cleopatra,f,tragedy,4,other,0,4695
Ant_Enobarbus,Ant_Enobarbus,m,tragedy,1,other,1,2436
Ant_Octavius,Ant_Octavius,m,tragedy,3,antag,0,2889
Cor_Aufidius,Cor_Aufidius,m,tragedy,4,other,1,2034
Cor_Coriolanus,Cor_Coriolanus,m,tragedy,1,protag,1,6481
Cor_Menenius,Cor_Menenius,m,tragedy,1,other,1,4288
Cor_Volumnia,Cor_Volumnia,f,tragedy,1,other,1,2414
Cym_Belarius,Cym_Belarius,m,tragedy,0,other,1,2503
Cym_Cloten,Cym_Cloten,m,tragedy,2,fool,1,2001
Cym_Iachimo,Cym_Iachimo,m,tragedy,0,antag,2,3193
Cym_Imogen,Cym_Imogen,f,tragedy,4,protag,1,4417
Cym_Posthumus,Cym_Posthumus,m,tragedy,2,other,2,3391
Err_Adriana,Err_Adriana,f,comedy,2,other,2,2093
Err_AntipholusOfSyracuse,Err_AntipholusOfSyracuse,m,comedy,4,protag,2,2083
Err_DromioOfSyracuse,Err_DromioOfSyracuse,m,comedy,1,fool,6,2075
H5_Fluellen,H5_Fluellen,m,history,3,other,4,2501
H5_HenryV,H5_HenryV,m,history,3,protag,0,8332
H8_HenryVIII,H8_HenryVIII,m,history,1,protag,0,3370
H8_Katherine,H8_Katherine,f,history,2,other,0,2885
H8_Wolsey,H8_Wolsey,m,history,0,antag,1,3200
Ham_Claudius,Ham_Claudius,m,tragedy,3,antag,0,4084
Ham_Hamlet,Ham_Hamlet,m,tragedy,3,protag,1,11613
Ham_Horatio,Ham_Horatio,m,tragedy,2,other,2,2073
Ham_Polonius,Ham_Polonius,m,tragedy,2,other,1,2662
JC_Antony,JC_Antony,m,tragedy,1,antag,1,2537
JC_Brutus,JC_Brutus,m,tragedy,1,protag,1,5388
JC_Cassius,JC_Cassius,m,tragedy,1,other,1,3708
Jn_Bastard,Jn_Bastard,m,history,0,other,1,4087
Jn_Constance,Jn_Constance,f,history,4,other,1,2112
Jn_KingJohn,Jn_KingJohn,m,history,3,protag,0,3309
LLL_Berowne,LLL_Berowne,m,comedy,2,other,2,4594
LLL_King,LLL_King,m,comedy,0,protag,0,2359
LLL_Princess,LLL_Princess,f,comedy,2,antag,0,2179
Lr_Edgar,Lr_Edgar,m,tragedy,0,other,1,2903
Lr_Edmund,Lr_Edmund,m,tragedy,0,other,1,2369
Lr_Gloucester,Lr_Gloucester,m,tragedy,2,other,1,2531
Lr_Kent,Lr_Kent,m,tragedy,2,other,1,2586
Lr_Lear,Lr_Lear,m,tragedy,4,protag,0,5601
MM_Angelo,MM_Angelo,m,comedy,1,antag,1,2379
MM_Duke,MM_Duke,m,comedy,2,protag,0,6533
MM_Isabella,MM_Isabella,f,comedy,2,other,2,3018
MM_Lucio,MM_Lucio,m,comedy,2,other,2,2318
MND_Bottom,MND_Bottom,m,comedy,1,fool,5,2040
MV_Bassanio,MV_Bassanio,m,comedy,2,other,2,2593
MV_Portia,MV_Portia,f,comedy,2,protag,1,4599
MV_Shylock,MV_Shylock,m,comedy,0,antag,3,2881
Mac_Macbeth,Mac_Macbeth,m,tragedy,0,protag,0,5310
Oth_Desdemona,Oth_Desdemona,f,tragedy,4,other,1,2755
Oth_Iago,Oth_Iago,m,tragedy,2,antag,2,8438
Oth_Othello,Oth_Othello,m,tragedy,0,protag,1,6263
Per_Gower,Per_Gower,m,comedy,2,other,p,2073
Per_Pericles,Per_Pericles,m,comedy,4,protag,0,4580
R2_HenryIV,R2_HenryIV,m,history,0,antag,1,3117
R2_RichardII,R2_RichardII,m,history,0,protag,0,5986
R2_York,R2_York,m,history,2,other,1,2232
R3_Buckingham,R3_Buckingham,m,history,3,other,1,2918
R3_QueenElizabeth,R3_QueenElizabeth,f,history,1,other,0,2122
R3_RichardIII,R3_RichardIII,m,history,0,protag,1,8833
Rom_Capulet,Rom_Capulet,m,tragedy,4,other,1,2136
Rom_FriarLawrence,Rom_FriarLawrence,m,tragedy,0,other,2,2722
Rom_Juliet,Rom_Juliet,f,tragedy,4,other,1,4265
Rom_Mercutio,Rom_Mercutio,m,tragedy,3,other,1,2100
Rom_Nurse,Rom_Nurse,f,tragedy,4,other,2,2205
Rom_Romeo,Rom_Romeo,m,tragedy,4,protag,1,4673
Shr_Petruchio,Shr_Petruchio,m,comedy,1,protag,2,4609
Shr_Tranio,Shr_Tranio,m,comedy,1,other,3,2262
TGV_Julia,TGV_Julia,f,comedy,2,other,2,2430
TGV_Proteus,TGV_Proteus,m,comedy,4,antag,2,3350
TGV_Valentine,TGV_Valentine,m,comedy,4,protag,2,2821
TNK_Arcite,TNK_Arcite,m,comedy,1,other,1,3671
TNK_Daughter,TNK_Daughter,f,comedy,4,other,5,2675
TNK_Emilia,TNK_Emilia,f,comedy,0,other,1,2713
TNK_Palamon,TNK_Palamon,m,comedy,1,other,1,4252
TNK_Theseus,TNK_Theseus,m,comedy,1,protag,0,2378
TN_Feste,TN_Feste,m,comedy,1,fool,p,2443
TN_Malvolio,TN_Malvolio,m,comedy,2,antag,2,2224
TN_Olivia,TN_Olivia,f,comedy,2,other,1,2311
TN_TobyBelch,TN_TobyBelch,m,comedy,0,other,2,2694
TN_Viola,TN_Viola,f,comedy,1,protag,2,2564
Tim_Timon,Tim_Timon,m,tragedy,0,protag,p,6336
Tit_Aaron,Tit_Aaron,m,tragedy,0,antag,2,2805
Tit_Marcus,Tit_Marcus,m,tragedy,0,other,1,2447
Tit_Titus,Tit_Titus,m,tragedy,0,protag,1,5712
Tmp_Prospero,Tmp_Prospero,m,comedy,0,protag,0,4712
Tro_Cressida,Tro_Cressida,f,tragedy,4,other,3,2119
Tro_Pandarus,Tro_Pandarus,m,tragedy,1,other,2,3154
Tro_Thersites,Tro_Thersites,m,tragedy,3,fool,5,2287
Tro_Troilus,Tro_Troilus,m,tragedy,0,protag,1,3962
Tro_Ulysses,Tro_Ulysses,m,tragedy,3,other,2,3520
WT_Autolycus,WT_Autolycus,m,comedy,0,fool,p,2395
WT_Camillo,WT_Camillo,m,comedy,2,other,1,2094
WT_Leontes,WT_Leontes,m,comedy,4,protag,0,4903
WT_Paulina,WT_Paulina,f,comedy,1,other,1,2390
Wiv_Falstaff,Wiv_Falstaff,m,comedy,0,antag,2,3649
Wiv_MasterFord,Wiv_MasterFord,m,comedy,1,other,3,2530
Wiv_MistressPage,Wiv_MistressPage,f,comedy,1,protag,3,2528
Wiv_MistressQuickly,Wiv_MistressQuickly,f,comedy,1,other,4,2200
